Page ID,Page name,Disclaimer,Amount spent (CAD),Number of ads in Library
167800183238142,YourAlberta (Government of Alberta),Government of Alberta,6748,28
163336718421,PSAC - AFPC,PSAC - AFPC,3536,58
155609655007428,United Conservative Party of Alberta,United Conservative Party of Alberta,2885,16
689157954518219,Danielle Smith,United Conservative Party,2803,3
171838976178751,Canadian Women's Foundation,Canadian Women's Foundation,2492,61
1065217483613421,Anthony Lacavera,Anthony Lacavera,1932,1
405377872902754,Canada Action,Canada Action,1898,61
102828041144081,Here For Students,Ontario Secondary School Teachers' Federation (OSSTF),1659,7
154462904588700,Enbridge Gas,Enbridge Gas,1498,87
844239722367708,Innovative Medicines Canada / Médicaments novateurs Canada,Innovative Medicines Canada / Médicaments novateurs Canada,1437,162
115835521825983,UNHCR Canada,UNHCR Canada,1174,52
117109432079,CAMH Foundation,CAMH Foundation,1013,60
108635379686,CNIB,CNIB,939,32
104386908631938,Pathways Alliance,Pathways Alliance,909,8
227181994008595,CUPE Local 2484 Childcare Workers,CUPE Local 2484 Childcare Workers,894,1
281999881613,World Vision Canada,World Vision Canada,797,6
286608955477734,realme,These ads ran without a disclaimer,780,1
139019864276,Oxfam Canada,Oxfam Canada,779,41
167577709932867,Fédération des professionnelles et  professionnels de l'éducation FPPE,Fédération des professionnelles et  professionnels de l'éducation FPPE,739,10
196322807083503,OECTA - Ontario English Catholic Teachers Association,OECTA - Ontario English Catholic Teachers Association,685,13
197337921788,Dying With Dignity Canada,Dying With Dignity Canada,681,52
1097840090260804,National Police Federation,National Police Federation,664,93
269577048182,Stollery Children's Hospital Foundation,Stollery Children's Hospital Foundation,660,60
101655285390205,Roulons électrique,Roulons électrique,654,9
108573293861969,Grain Farmers of Ontario,Grain Farmers of Ontario,651,3
270323369737229,Elections Alberta,Elections Alberta,632,11
439345863190331,Brad Bradford,Brad Bradford Campaign,629,1
182645321760265,Ville de Montréal,Ville de Montréal,595,5
5661704203,Conservative Party of Canada - Parti conservateur du Canada,Conservative Party of Canada - Parti conservateur du Canada,586,52
261752512263,Canadian Red Cross,Canadian Red Cross,533,4
235872037238940,She Is Indigenous,Les Femmes Michif Otipemisiwak / Women of the Métis Nation,510,139
6095483909,Canadian Taxpayers Federation,Canadian Taxpayers Federation,506,68
186062823629,Québec sans tabac,Conseil québécois sur le tabac et la santé,505,12
177004795666755,Manitoba Government,Manitoba Government,492,14
1456690611311640,Canadian Health Coalition,Canadian Health Coalition,482,19
200480966638039,Supremacy 1914,These ads ran without a disclaimer,475,2
177741812241442,SCFP-Québec,le SCFP,461,22
283487578481273,Énergir,Énergir,455,4
113760744964948,Raymond Powder for Chief - Fort McKay,136 Roundel Pl PICARD,406,3
16761458703,University of British Columbia,The University of British Columbia,402,4
31912359596,University of Saskatchewan,University of Saskatchewan,402,42
114849617772737,Care2 Canada,Press Pause Collective,397,16
121818350969,AUPE - Alberta Union of Provincial Employees,Alberta Union of Provincial Employees,376,18
222039741253078,CUPE Saskatchewan,CUPE Saskatchewan,375,10
901776976544599,RBC Wealth Management,RBC Wealth Management,372,3
160136850711053,CUPE Ontario,Sonya Yalda,370,1
510183342342621,Bell MTS,Lavanya Rajaian,370,4
372498358268,Manitoba NDP Caucus,Manitoba NDP Caucus,333,11
107385241806,Plan International Canada,Plan International Canada,325,26
633812813408377,Elections Canada,Elections Canada,322,12
1876748445895294,Canadians for Affordable Energy,Canadians for Affordable Energy,315,10
106917558391358,Alliance Nouvelles voies,Pathways Alliance,312,4
19750184960,Greenpeace Canada,Greenpeace Canada,305,195
113707256426,Rachel Notley,Alberta's NDP Caucus,297,3
174238299256105,Manitoba Government and General Employees' Union (MGEU),Manitoba Government and General Employees' Union (MGEU),296,11
6319213302,Heart & Stroke,Heart & Stroke,294,5
106231507615280,Delivering Community Power - Vers des collectivités durables,Canadian Union of Postal Workers,289,8
52543970197,Environmental Defence Canada,Environmental Defence,278,9
181701075182303,Crohn's and Colitis Canada,Crohn's and Colitis Canada,276,35
397610640623766,Saskatchewan Teachers' Federation,Saskatchewan Teachers' Federation,269,13
394745970602999,The Council of Canadians,The Council of Canadians,263,19
