Page ID,Page name,Disclaimer,Amount spent (ISK),Number of ads in Library
737169626371453,Heimildin,Stundin,36120,9
152804904889,Samfylkingin,Samfylkingin,9736,8
128854307193614,Landsvirkjun,Landsvirkjun,5793,2
584934658344027,Áslaug Arna Sigurbjörnsdóttir,Áslaug Arna Sigurbjörnsdóttir,4170,4
156161194561570,Kjarninn,Kjarninn,2574,1
573559522797177,Flokkur fólksins,Flokkur Fólksins,1932,1
626846780726124,Viðreisn,Viðreisn,1539,1
154893001218870,ADHD samtökin,ADHD samtökin,1417,5
110388085667093,Sjálfstæðisflokkurinn í Fjarðabyggð,Ragnar Sigurðsson,1325,1
117923164930140,Lifandi vísindi- Lifandi saga,Guðbjartur Finnbjörnsson,1212,3
509866436098947,Sabine Leskopf,Sabine Leskopf,1108,1
430089884101936,Þingflokkur Pírata,Þingflokkur Pírata,760,1
153705438660098,Þórdís Lóa,Þórdís Þórhallsdóttir,671,1
114057194960942,Samstöðin: Fréttir,Samstöðin ehf,667,1
166802253467224,Ung vinstri græn - UVG,Ung vinstri græn - UVG,134,2
19746387261,Humane Society International,These ads ran without a disclaimer,≤100,2
425304744200657,Sjúkraliðafélag Íslands SLFÍ,These ads ran without a disclaimer,≤100,1
108295544832396,Jóhann Páll Jóhannsson,Jóhann Páll Jóhannsson,≤100,1
100451933698060,AdVenture Communist,These ads ran without a disclaimer,≤100,2
108091988358295,Travels All Abroad,These ads ran without a disclaimer,≤100,3
