Location name,Amount spent (CHF)
Aargau,284
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,307
Basel-Landschaft,131
Bern,393
Canton of Geneva,531
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,199
Fribourg,244
Graubünden,≤100
Jura,≤100
Luzern,178
Neuchâtel,≤100
Schaffhausen,≤100
Schwyz,107
Solothurn,110
Thurgau,107
Ticino,111
Unknown,≤100
Uri,≤100
Valais,171
Vaud,704
Zug,≤100
Zürich,967
