Location name,Amount spent (TWD)
Changhua,9653
Chiayi,6900
Hsinchu,4487
Hsinchu City,8303
Hualien,4613
Kaohsiung,32452
Keelung City,3873
Kinmen,791
Lienchiang,≤100
Miaoli,4791
Nantou,3793
New Taipei City,51584
Penghu,888
Pingtung,6469
Taichung,34564
Tainan,24212
Taipei,44903
Taitung,2490
Taoyuan City,29240
Unknown,16132
Yilan,3337
Yunlin,7958
