Location name,Amount spent (BRL)
Acre (state),306
Alagoas,994
Amapá,344
Amazonas,2514
Bahia,6165
Ceará,4279
Espírito Santo,1730
Federal District,2378
Goiás,3094
Maranhão,4112
Mato Grosso,2406
Mato Grosso do Sul,1785
Minas Gerais,13929
Paraná,7431
Paraíba,1529
Pará,3458
Pernambuco,4851
Piauí,1090
Rio Grande do Norte,1458
Rio Grande do Sul,33604
Rio de Janeiro (state),10951
Rondônia,871
Roraima,308
Santa Catarina,4527
Sergipe,962
São Paulo (state),54194
Tocantins,678
Unknown,≤100
