Location name,Amount spent (TRY)
Adana Province,3024
Adıyaman Province,329
Afyonkarahisar Province,1836
Aksaray Province,460
Amasya Province,353
Ankara Province,7657
Antalya Province,4894
Ardahan Province,≤100
Artvin Province,218
Aydın Province,999
Ağrı Province,164
Balıkesir Province,1143
Bartın Province,841
Batman Province,339
Bayburt Province,≤100
Bilecik Province,183
Bingöl Province,144
Bitlis Province,122
Bolu Province,360
Burdur Province,227
Bursa Province,5477
Denizli Province,1207
Diyarbakır Province,737
Düzce Province,1772
Edirne Province,572
Elazığ Province,399
Erzincan Province,173
Erzurum Province,509
Eskişehir Province,895
Gaziantep Province,2088
Giresun Province,528
Gümüşhane Province,≤100
Hakkâri Province,≤100
Hatay Province,1610
Isparta Province,537
Istanbul Province,19517
Iğdır Province,≤100
Kahramanmaraş Province,795
Karabük Province,304
Karaman Province,334
Kars Province,138
Kastamonu Province,1130
Kayseri Province,2187
Kilis Province,131
Kocaeli Province,1180
Konya Province,2296
Kütahya Province,485
Kırklareli Province,333
Kırıkkale Province,787
Kırşehir Province,823
Malatya Province,589
Manisa Province,1297
Mardin Province,417
Mersin Province,2997
Muğla Province,1036
Muş Province,118
Nevşehir Province,348
Niğde Province,1231
Ordu Province,773
Osmaniye Province,857
Rize Province,432
Sakarya Province,1424
Samsun Province,2844
Siirt Province,113
Sinop Province,204
Sivas Province,447
Tekirdağ Province,1264
Tokat Province,562
Trabzon Province,1726
Tunceli Province,≤100
Unknown,≤100
Uşak Province,967
Van Province,383
Yalova Province,514
Yozgat Province,318
Zonguldak Province,4740
Çanakkale Province,377
Çankırı Province,167
Çorum Province,445
İzmir Province,4398
Şanlıurfa Province,1276
Şırnak Province,233
