Page ID,Page name,Disclaimer,Amount spent (VEF),Number of ads in Library
564188034075673,Roberto Enriquez,an advertiser in Venezuela,26250000,2
114588254559934,Concejo Municipal de San Francisco,an advertiser in Venezuela,24500000,2
11449543593,Carlos Ocariz,an advertiser in Venezuela,18000000,4
108236238428619,Concejo Municipal de Maracaibo,an advertiser in Venezuela,15500000,2
116093674518,César Pérez Vivas,an advertiser in Venezuela,5182449,8
336120960636736,PABerater,These ads ran without a disclaimer,4614438,1
304247300393,Juan Pablo Guanipa,an advertiser in Venezuela,2750000,1
148231808588187,Gatorade Venezuela,an advertiser in Venezuela,1500000,1
103302635921424,Juan Carlos Zamora,an advertiser in Venezuela,1250000,1
342910153967,Upata al Día TV,an advertiser in Venezuela,567494,1
1704985253095665,Snovi 10 - Restaurante Bar,These ads ran without a disclaimer,398925,1
274138756817,Architonic,These ads ran without a disclaimer,271438,1
105613812152359,mproshow,These ads ran without a disclaimer,250000,2
111407551778107,debbiereynaud,These ads ran without a disclaimer,40600,1
105333165416452,constantino.sc,These ads ran without a disclaimer,39893,1
333014073461514,Babel,These ads ran without a disclaimer,29323,1
1617753965111540,Oil and Gas World/Oil Sands Strong,These ads ran without a disclaimer,≤100,1
1352874084790500,Fresenius Kabi,These ads ran without a disclaimer,≤100,1
40775064593,Microsoft Cloud Partner Program,These ads ran without a disclaimer,≤100,2
501402253315190,SavingGanesh.org - ElephantsNow,These ads ran without a disclaimer,≤100,1
106386158767588,DOPE Quick Reads,These ads ran without a disclaimer,≤100,1
502665456448329,Federico Barolin,These ads ran without a disclaimer,≤100,1
112861831392052,cuadernospolares,These ads ran without a disclaimer,≤100,1
111361091313,NICABM,These ads ran without a disclaimer,≤100,2
224597158386607,Rosa Luxemburg Foundation,These ads ran without a disclaimer,≤100,1
986013844824671,In Zhejiang,These ads ran without a disclaimer,≤100,2
1702138929926817,Mongabay Latam,These ads ran without a disclaimer,≤100,1
