Page ID,Page name,Disclaimer,Amount spent (RON),Number of ads in Library
278117815576023,EU Justice and Consumers,EU Justice and Consumers,4409,14
178362315106,European Parliament,European Parliament,2733,11
1395939193764858,Marcel Ciolacu,Partidul Social Democrat,2151,19
163943696987223,Ziarul Puterea,Ziarul Puterea,1708,45
122074554119,EU Social,EU Social,1659,7
181375448581167,Partidul Naţional Liberal,Partidul Național Liberal,1367,3
205001282852200,Milvus Group,Asociatia GRUPUL MILVUS,656,113
108295090637741,ASAP România,Fundatia The Institute,651,7
620083298402659,Bogdan Trif,Bogdan Trif,481,1
181375448581167,Partidul Naţional Liberal,Partidul National Liberal,472,1
106318718894637,Infrastructură 5,Infrastructură 5,450,1
101167822409042,Alexandru Gyorgy,Alexandru Gyorgy,432,4
149371012371397,Newsweek Romania,Newsweek Romania,380,11
697451833786949,Mihai Polițeanu,Mihai Polițeanu,380,7
1043011275746191,USR Botoșani,USR Botoșani,271,2
1449284915381234,Ionel Bogdan,PNL Maramureş,261,3
113009310432947,Ilie Cheșa,Ilie Cheșa,251,2
114319753592403,AFACERI.news,Trend Communication,242,5
100174096112403,Presa Nemțeană,Presa Nemțeană,237,5
557284874779877,Mihai Coteț,Mihai Cotet,232,3
731035500293728,Siegfried Muresan,Siegfried Muresan,198,1
321890494859228,Vlad Gheorghe,Vlad Gheorghe,191,7
109556372802910,USR Dolj,USR Dolj,183,2
111273528544907,Alianța Național Creștină,Alianța Național Creștină,183,1
360828814115641,Asociatia Slujire Crestina,Asociatia Slujire Crestina,182,1
1577877239102295,Nicolae Ionel Ciucă,Partidul National Liberal,180,3
1408452646080627,Marius Screciu,Marius Screciu,172,1
107029625474765,Nicușor Halici,PSD Vrancea,170,3
104369154745548,Diana Stoica,Diana Stoica,156,4
116657837994402,Partidul Câmpina Curată,Partidul Câmpina Curată,156,13
104381545115057,Sorin-Titus Muncaciu,Media Stream SRL,155,4
101971268361738,Andrei Miftode,Cabinet Parlamentar Marius Andrei Miftode,152,9
186612088034700,Facias - Fundatia pentru Apararea Cetatenilor Impotriva Abuzurilor Statului,FACIAS,139,4
102743169253473,Reciclăm în România,Reciclăm în România,135,22
177708185581280,Erdélyi Magyar Szövetség,Erdélyi Magyar Szövetség,133,9
1145522045624751,Filip Havarneanu,Filip Havarneanu,129,3
146599018696771,NATO,NATO,124,1
102601499822802,RMDSZ,RMDSZ,120,2
1406450186275233,Péter Ferenc,Péter Ferenc,118,3
288705370822,Tusványos,Tusványos,117,12
106177581286223,Vlad Mircea Pufu,PNL Buzău,113,1
101670255900739,Forța Dreptei - Cluj,Forta Dreptei Cluj,112,3
503493536520335,Corneliu Stefan,Corneliu Stefan,112,53
1128229287275038,Silvia Dinică,Silvia Dinică,112,4
1164341813627057,Maria Gabriela Horga,Maria Gabriela Horga,109,3
111541767412870,Adrian Hatos,Adrian Hatos,108,1
