Location name,Amount spent (CZK)
Central Bohemian Region,7856
Hradec Králové Region,2871
Karlovy Vary Region,1720
Liberec Region,2333
Moravian-Silesian Region,6466
Olomouc Region,3974
Pardubice Region,2826
Plzeň Region,3643
Prague,15221
South Bohemian Region,3884
South Moravian Region,9820
Unknown,≤100
Vysočina Region,3483
Zlín Region,3536
Ústí nad Labem Region,7018
