Page ID,Page name,Disclaimer,Amount spent (HUF),Number of ads in Library
286759004682537,Tranzit,Kommentár Alapítvány,430220,5
543788999005363,ORIGO,Mediaworks Hungary Zrt.,205440,19
187301974635606,Gyurcsány Ferenc,Demokratikus Koalíció,136088,15
203389926415069,Magyar Honvédség,Magyar Honvédség,130148,16
169599166463839,Demokratikus Koalíció,Demokratikus Koalíció,110153,11
1487569941539650,Tanítanék,Humán Platform,96703,4
248172631940,Mandiner,Mediaworks Hungary Zrt.,96090,12
153992771336740,Origo Sport,Mediaworks Hungary Zrt.,95950,13
1880809845328535,Dobrev Klára,Demokratikus Koalíció,93374,75
109503892404998,Világgazdaság,Mediaworks Hungary Zrt.,92581,12
191461774219575,hirado.hu,hirado.hu,87029,22
294815374340858,Donáth Anna,Donáth Anna - Momentum,84889,4
331580946799,Borsonline - Bors Szórakoztató Napilap,Borsonline - Bors Szórakoztató Napilap,78492,6
109306435499597,Szabad Vonalzó,Humán Platform,77750,18
1534911313439123,Ripost,Ripost,71904,6
326635018181862,Magyar Nemzet,Mediaworks Hungary Zrt.,64144,7
1122781531137859,Ellenszél,Ellenszél,63654,2
126539424061030,Háttér Társaság,Háttér Társaság,55181,16
405035972853835,OMV Filling Stations,OMV Hungária Kft.,46858,1
594088897289853,Alapjogokért Központ,Alapjogokért Központ,45326,13
178362315106,European Parliament,European Parliament,43998,6
734217673259088,Ujhelyi István dr.,Ujhelyi István EP-képviselő,41830,54
191946490841225,Dúró Dóra,Mi Hazánk Mozgalom,34405,6
264517713636590,PestiSracok.hu,PestiSrácok.hu,30621,7
189020783523,Mathias Corvinus Collegium - MCC,Mathias Corvinus Collegium Alapítvány,28612,15
103294948505659,Szánthó Miklós,Szánthó Miklós – Alapjogokért Központ,26614,14
108346693873484,Győrffy Balázs,Győrffy Balázs,24930,4
131283758531,HVG,HVG Kiadó ZRt.,24851,17
149061108240,Kocsis Máté,Fidesz frakció,24012,4
76748198685,Budapest Pride,Budapest Pride,23261,8
294815374340858,Donáth Anna,Momentum Mozgalom,22310,14
451844608304228,Metropol,Metropol,21861,4
778538352344518,Hollik István,Fidesz,21406,4
1265353903615539,Oeconomus,Oeconomus,21400,14
100661689613999,Arany Botond - Megoldás Mozgalom,Arany Botond - Megoldás Mozgalom,20853,6
592204747588011,Momentum Mozgalom,Momentum Mozgalom,20288,4
211156277497,WWF Hungary,WWF Hungary,19277,32
92932085233,TASZ,TASZ,18984,2
274886867487,Origo Tudomány,Mediaworks Hungary Zrt.,18403,1
150219742265121,Bedő Dávid,Bedő Dávid - Momentum,18334,7
143151351544,Színházi Olimpia 2023 / Theatre Olympics 2023,Szinházi Olimpia Nonprofit Kft.,17082,10
113684438795574,Párbeszéd - Zöldek,Párbeszéd Magyarországért,16006,8
127355373967413,Pécsi STOP.hu,Pécsi STOP.hu,15472,3
268042136672212,Századvég,Századvég Közéleti Tudásközpont Alapítvány,15323,6
265672590604606,Makronóm.Blog,Makronóm.Blog,14271,19
408924035951553,Körforrás,Körforrás,14105,11
267882727864,Kubatov Gábor,Fidesz,13822,5
44847086574,Amnesty International Magyarország,Amnesty International Magyarország,13616,13
1321667124617769,Dr. Kovács Zoltán,Dr. Kovács Zoltán,13101,2
289633770813,UNICEF Magyarország,UNICEF Magyar Bizottság Alapítvány,12763,69
252344549226724,Festede.hu,These ads ran without a disclaimer,11882,1
102426795954406,Nobilis Márton,Nobilis Márton,11780,15
206019132847578,DK III. kerület,Demokratikus Koalíció,11694,2
47198507012,LMP - Magyarország Zöld Pártja,LMP - Magyarország Zöld Pártja,11629,2
221754767906167,Bencsik János - A Tatai medencéért,Bencsik János,11178,4
360876591136521,Dr. Czeglédy Csaba,Dr. Czeglédy Csaba,11124,1
115388925185513,Magyar Szocialista Párt,MSZP,10959,3
193944440638410,Karácsony Gergely,Budapest Főváros Önkormányzat,10931,1
345496092135627,Hír TV,Mediaworks Hungary Zrt.,10918,2
303640261940,Nemzeti Sport Online,Mediaworks Hungary Zrt.,10765,4
103922897650335,Bakos Bernadett,LMP - Magyarország Zöld Pártja,10610,7
135049793193159,IH Rendezvényközpont,Green Team Event & Marketing Kft.,10500,10
1944720419101498,Dr. Lévai István Zoltán,Fidesz,10405,2
125953004085398,Kemma.hu,Kemma.hu,10404,2
108248022589754,Bosch Magyarország,Bosch Magyarország,10271,11
296310837699,vaol.hu,Mediaworks Hungary Zrt.,10130,2
1408906262689093,Nyitrai Zsolt,Fidesz,9903,7
162344823835042,atlatszo.hu,atlatszo.hu,9878,5
167604093409160,Promenad24,Dél-alföldi Média Centrum Kft.,9584,1
365977046868250,Nemzeti Agrárgazdasági Kamara - NAK,Nemzeti Agrárgazdasági Kamara,9160,2
100299381703981,Ps TV,PestiSrácok.hu,9126,2
1627127484170228,NHC24,Mediaworks Hungary Zrt.,9091,2
537817739693723,Brain Bar,Brain Bar,8911,2
134324809941862,Szoljon.hu,Mediaworks Hungary Zrt.,8898,2
1750464258310515,Dukán András Ferenc,Momentum Mozgalom,8864,1
447204268797621,RTL.hu,RTL.HU,8650,33
1215492498464496,Angyal Károly,Angyal Károly,8606,4
136387873164491,Csárdi Antal,LMP - Magyarország Zöld Pártja,8569,1
851784814892644,Simicskó István,KDNP frakció,8553,3
1237616006358749,Kékes Online,Kékes Online,8517,16
876772425797119,Hölvényi György,Hölvényi György,8011,3
203158929827,Beol.hu Békés vármegyei online,Mediaworks Hungary Zrt.,8000,1
326763130286,Borsod Online,Mediaworks Hungary Zrt.,7865,2
490030231058740,444,Magyar Jeti Zrt - 444.hu,7858,19
116905388345518,veol.hu,Mediaworks Hungary Zrt.,7848,2
304448239602944,Minden Doboz Visszajár,Minden Doboz Visszajár,7809,7
147633001941737,kisalfold.hu,kisalfold.hu,7785,2
129255963785124,Heol.hu,Heol.hu,7661,2
113037915100577,Fidesz Fejér I.,Fidesz,7517,3
320986996098,zaol.hu,Mediaworks Hungary Zrt.,7484,2
102401058671244,Készpénzmentes Zóna,Uniomedia Kommunikációs Ügynökség Zártkörűen Működő Részvénytársaság,7481,5
887921287887805,Király Nóra,Király Nóra,7393,3
122922027734811,feol.hu,Mediaworks Hungary Zrt.,7040,2
992066384198880,Tóth Edina,Tóth Edina,7036,1
276554411147,Szabolcs Online,Mediaworks Hungary Zrt.,7016,2
221761091331222,Danube Institute,Danube Institute,6991,7
258636010813346,Delmagyar.hu,Mediaworks Hungary Zrt.,6856,2
682448271826776,Cseh Katalin,Cseh Katalin,6724,4
107760432613264,Sonline.hu - Somogy közösségi és hírportálja,Sonline.hu - Somogy közösségi és hírportálja,6619,2
1920158678081160,Nemzetpolitikai Államtitkárság,Nemzetpolitikai Államtitkárság,6526,1
160935777365,bama.hu - a baranyai hírportál,bama.hu - a baranya megyei hírportál,6411,2
111861546845910,Fidesz I. kerület,Fidesz,6398,5
109528965046103,MCC Feszt,Mathias Corvinus Collegium,6300,3
111262961006,Mindmegette.hu,Mediaworks Hungary Zrt,6297,1
193640214178356,Gyopáros Alpár,Gyopáros Alpár,6254,2
109734398272339,Dr. Mészáros Lajos,Dr. Mészáros Lajos,6222,3
149302881895521,Pócs János,Fidesz,6126,9
113043410066839,Momentum Zala,Momentum Mozgalom,6052,2
718997391564454,Énbudapestem,Budapest Főváros Önkormányzat,6005,2
105774734948091,Hungarian Conservative,Hungarian Conservative,5668,10
112694594992064,Mehr Licht,Mehr Licht,5619,20
191946490841225,Dúró Dóra,Dúró Dóra,5412,1
506348326210466,Ungár Péter,LMP - Magyarország Zöld Pártja,5343,3
142116653162328,Márki-Zay Péter,Márki-Zay Péter,5328,9
106280224056208,Gelencsér Ferenc,Momentum Mozgalom,5327,2
206829842043,Rétvári Bence,Rétvári Bence,5289,7
358624704555983,Dr. Hörcsik Richárd,Fidesz,5187,5
105097844200628,EzaLényeg.hu - Pestlőrinc,EzaLényeg.hu,5172,8
308871671705,BAON Bács-Kiskun vármegyei Online,Mediaworks Hungary Zrt.,5134,1
172936669443469,Dunaújvárosi Hírlap - duol.hu,Dunaújvárosi Hírlap - duol.hu,5013,1
100467642324899,Realista,Az Év Irodája,4972,2
267168140529488,György László,György László,4916,1
132593883577930,Dr. Keresztes László Lóránt,LMP - Magyarország Zöld Pártja,4799,3
221657727968645,PwC Hungary,PricewaterhouseCoopers Magyarország Kft.,4719,1
386132578063762,Balaicz Zoltán,Balaicz Zoltán,4579,2
1584646591763647,Kanász-Nagy Máté,LMP - Magyarország Zöld Pártja,4555,4
193702058028595,Lázár János,Lázár János hivatalos oldala,4522,1
506244332746545,TEOL.hu,TEOL.hu,4496,1
124991704202615,Magyar Természetvédők Szövetsége- Föld Barátai Magyarország,Magyar Természetvédők Szövetsége- Föld Barátai Magyarország,4485,2
183723231644096,Szita Károly,Szita Károly,4467,3
118999471127652,Kammerer Zoltán,Kammerer Zoltán,4428,6
76945222898,Startlap,Central Médiacsoport Zrt.,4337,1
202099276507678,24.hu,24.hu,4257,2
788960034452071,Potápi Árpád János,Potápi Árpád János,4156,1
35634348348,Greenpeace Magyarország,Greenpeace Magyarország,4151,2
111499348516449,Fülöp Zsolt - Szentendre polgármestere,Szentendre Város Önkormányzat,4127,4
1926735160968885,Válasz Online,Válasz Online,3921,4
101646642494867,Kristály,Kristály,3834,8
423317774385144,Magyar Demokrata hetilap,Demokrata,3679,2
102186064905787,Zöld Követ Egyesület,Zöld Követ Egyesület,3609,2
1652741928333536,KPSVR,KPSVR Media,3606,1
107898832590939,European Commission,European Commission,3590,1
916536061799484,Ovádi Péter,Ovádi Péter,3589,1
728260423984010,Böröcz László,Böröcz László,3579,5
126893087354793,Európai Parlament,Európai Parlament,3500,2
317158175535179,BitLife,These ads ran without a disclaimer,3478,4
102641477991941,bahir.hu - BAHÍR,Zöld Baranya Egyesület,3461,8
320645820787,Haszon magazin,Haszon magazin,3346,12
128884360624104,Bóna Zoltán,Bóna Zoltán,3290,4
462139203805958,Gelencsér Attila,Gelencsér Attila,3276,4
618962048554434,Havasi Gábor,Momentum Mozgalom,3206,1
177807082233567,Kolorline - Kazincbarcika és a térség hírei,These ads ran without a disclaimer,2999,1
237088069704442,Kósa Ádám,"Adam Kosa, Member of the European Parliament",2979,1
112872841638481,Jászberény többet érdemel,Jászságszava,2976,2
113336626700054,Cseri Tamás,Fidesz Hódmezővásárhely,2971,1
1239893846155692,Tompos Márton,Momentum Mozgalom,2879,1
104352305708088,Elemi.hu,Elemi.hu,2838,2
176736266308423,Kiss László,Kiss László,2809,1
128573907819549,Fekete-Győr András,Momentum Mozgalom,2788,1
103478164920832,Rubicon Intézet,Rubicon Intézet,2720,2
104330098359856,Pleva Dániel,Momentum Mozgalom,2688,2
112615356818860,Vida Attila,Vida Attila,2643,5
108995848702971,Frankó,Mondjuk a frankót,2615,2
100609808517630,Drogkutató Intézet,Drogkutató Intézet Nonprofit Korlátolt Felelősségű Társaság,2571,3
519279158277826,Szülői Hang,Szülői Hang,2552,3
1869511526651884,Zsigmond Barna Pál,Fidesz,2551,5
105140281027554,Hírnyolc,Hírnyolc,2460,2
1697376657149476,Dr.Szabó Ervin,Dr.Szabó Ervin,2459,2
108271407361251,Transzparens Újságírásért Alapítvány,Transzparens Újságírásért Alapítvány,2439,3
694941900537141,Ágh Péter,Fidesz,2420,2
149979188955749,Mihálik Edvin,Mihálik Edvin,2353,2
100452852734271,Startlap - Vásárlás tippek,Central Médiacsoport Zrt.,2333,16
101897961290159,Momentum XVIII. kerület,Momentum Mozgalom,2278,4
105426960813144,Gergely Bálint,Momentum Mozgalom,2266,2
205025536183141,Vác Online,Vác Online,2217,1
126136750786218,Szabó Zsolt,Szabó Zsolt,2158,1
113375923695023,Fidesz Budapest,Fidesz Budapest,2156,1
2426357824103084,Kerpel-Fronius Gábor,Momentum Mozgalom,2133,1
113036634946819,Novák István - Momentum,Momentum Mozgalom,2103,1
102836921087152,Grőber Attila,Demokratikus Koalíció,2020,1
473556426002468,Fogászat Relaxációban,Relax dental center,1965,1
100290458877103,Audax Renewables Hungary,Audax Renewables Hungary,1923,1
1624742971133297,Sanofi Magyarország,Sanofi-Aventis Magyarország Kereskedelmi és Szolgáltató Zrt.,1840,2
253114601689663,Vasas Szakszervezeti Szövetség,Vasas Szakszervezeti Szövetség,1837,1
109161280439972,Momentum IV. kerület,Momentum Mozgalom,1822,1
142040742531064,Tudatos Vásárlók Egyesülete,Tudatos Vásárlók Egyesülete,1821,1
264210363649459,Élő Norbert,Élő Norbert,1804,3
545872002109034,Matkovich Ilona,Matkovich Ilona,1738,1
115050303274279,Horváth Soma,Éljen Szombathely! Egyesület,1731,1
534415823283887,MKKP Balaton,Magyar Kétfarkú Kutya Párt,1628,3
106920862700810,JCC Budapest - Bálint Ház,Bálint Zsidó Közösségi Ház Alapítvány,1556,1
579008042178786,V. Németh Zsolt,Fidesz,1541,1
196523737056247,NESCAFÉ,Nestlé Hungária Kft.,1524,1
709769175730686,Jenei Ferenc,LMP - Magyarország Zöld Pártja,1497,1
108321735570338,Védd A Tényeket,Zachor Alapítvány,1490,10
106674175106732,LEMMA,LEMMA,1483,1
183125116821,EURES,These ads ran without a disclaimer,1482,1
107123677458699,Külpologika,Külpologika,1472,4
107268832720433,GreenDependent (www.greendependent.org),GreenDependent Intézet Nonprofit Kft,1470,1
135889536506991,Design Terminal,Design Terminal Nonprofit Kft.,1457,1
100932362790959,Juhász Veronika - képviselő,Magyar Kétfarkú Kutya Párt,1399,2
926533784164579,Szemző Áron,Momentum Mozgalom,1383,1
1443354815880657,Salacz László,Salacz László,1353,1
451130732324331,Ficsak Alapítvány 11. kerület,FICSAK Budapest 11 Alapítvány,1321,1
