Location name,Amount spent (EUR)
Abruzzo,691
Aosta Valley,125
Basilicata,278
Calabria,917
Campania,3172
Emilia-Romagna,2742
Friuli-Venezia Giulia,10494
Lazio,4532
Liguria,1138
Lombardia,5939
Marche,914
Molise,134
Piedmont,2691
Puglia,2124
Sardinia,1079
Sicilia,2733
Trentino-Alto Adige,544
Tuscany,2435
Umbria,525
Unknown,≤100
Veneto,2742
