Page ID,Page name,Disclaimer,Amount spent (ISK),Number of ads in Library
314036327204,VR,VR,41490,13
154893001218870,ADHD samtökin,ADHD samtökin,1755,5
584934658344027,Áslaug Arna Sigurbjörnsdóttir,Áslaug Arna Sigurbjörnsdóttir,1500,1
108295544832396,Jóhann Páll Jóhannsson,Jóhann Páll Jóhannsson,1442,1
276600879474149,Icelandic Wildlife Fund,The Icelandic Wildlife Fund,687,1
106979180938014,Samstöðin,Samstöðin ehf,672,1
162409941250265,Sanna Reykjavík,Sósíalistaflokkur Íslands,417,1
117923164930140,Lifandi vísindi- Lifandi saga,Guðbjartur Finnbjörnsson,354,2
106430331983242,Ragnhildur Alda M. Vilhjálmsdóttir,Ragnhildur Alda Vilhjálmsdóttir,146,1
19746387261,Humane Society International,These ads ran without a disclaimer,≤100,2
102804228788258,Lezhin X,These ads ran without a disclaimer,≤100,1
311185043089896,Jad’art Ink,These ads ran without a disclaimer,≤100,1
185561295623272,Move To Help Foundation,These ads ran without a disclaimer,≤100,1
1890146454611538,DESMI A/S,These ads ran without a disclaimer,≤100,1
