Location name,Amount spent (BRL)
Acre (state),656
Alagoas,2845
Amapá,673
Amazonas,4794
Bahia,11481
Ceará,9044
Espírito Santo,4226
Federal District,4851
Goiás,9114
Maranhão,4472
Mato Grosso,4534
Mato Grosso do Sul,3565
Minas Gerais,24425
Paraná,12691
Paraíba,3804
Pará,6421
Pernambuco,14526
Piauí,2315
Rio Grande do Norte,3713
Rio Grande do Sul,15249
Rio de Janeiro (state),23088
Rondônia,2120
Roraima,737
Santa Catarina,11183
Sergipe,2128
São Paulo (state),82963
Tocantins,1315
Unknown,≤100
