Page ID,Page name,Disclaimer,Amount spent (TRY),Number of ads in Library
102095934751904,Deva Partisi,Deva Partisi,10481,5
1532389387082678,Sarıçam Belediyesi,BİLAL ULUDAĞ,7280,3
111162852275902,Uluslararası Af Örgütü Türkiye Şubesi,Uluslararası Af Örgütü Türkiye Şubesi,5332,30
111436922211991,AK Parti İstanbul,AK Parti İstanbul İl Başkanlığı,3265,2
158829607558395,Milliyetçi Hareket Partisi (MHP),Milliyetçi Hareket Partisi (MHP),2370,11
102911415086731,Ömer Yazıcıoğlu,Ömer Yazıcıoğlu,1066,1
532775093532626,Yücel Bulut,Yucel Bulut,1001,2
842962915908391,Seçim Oyunu,These ads ran without a disclaimer,873,14
100910024639566,Ali Babacan,Deva Partisi,730,1
498579987170393,العدسة  The Lens,The Lens Post,721,5
273568980163535,Serdar Soydan,Serdar Soydan,718,1
144295649058307,Ekrem İmamoğlu,Ekrem İmamoğlu,648,9
188842724507690,مفوضية اللاجئين,These ads ran without a disclaimer,510,3
105376981385020,Referandom,Referandom,491,1
229224507514538,Sinan Oğan Antalya Gönüllüleri,Sinan Oğan,488,3
1646192309034360,Sinan Oğan Isparta Gönüllüleri,Sinan Oğan,419,2
588319621318434,Samsun Gümüşhane Dernekleri Federasyonu,Mustafa Seven,390,5
105424640803008,TRT World Forum,These ads ran without a disclaimer,337,1
1380594035550142,Aydınpost,AYDINPOST,311,7
370465530355174,Mustafa Demir,Mustafa Demir,274,3
103693141575878,nVidyo,Birkan Erol,258,4
1493744950841097,Kınık Belediyesi,Sadik Dogruer,241,2
127896160644676,KORAY AYDIN,KORAY AYDIN,213,4
106789305232883,وكالة الشرق الأوسط الإخبارية,وكالة الشرق الأوسط الإخبارية,201,17
158077404753235,Çanakkale Zafer TV,Zafer Durmaz,198,5
262923957052422,İHH İnsani Yardım Vakfı Bursa Şubesi,İHH İnsani Yardım Vakfı Bursa Şubesi,178,2
107677442072156,Bakış Açısı,Mustafa İlhan,176,1
101513841785199,Mustafa Gökçe,Mustafa Gokce,162,3
1424394931135090,AK Parti Samsun İl Başkanlığı,Betul Zer,161,1
100516989042507,Balıkesir Posta TV,Ahmet Namlı,159,2
268544196532365,Saadet Partisi İstanbul İl Başkanlığı,Saadet Partisi İstanbul İl Başkanlığı,135,1
109407151806354,İsmail İnlidere,Ismail Inlidere,113,1
