Location name,Amount spent (TRY)
Adana Province,5098
Adıyaman Province,442
Afyonkarahisar Province,1691
Aksaray Province,723
Amasya Province,517
Ankara Province,11892
Antalya Province,6458
Ardahan Province,250
Artvin Province,453
Aydın Province,1616
Ağrı Province,482
Balıkesir Province,2666
Bartın Province,264
Batman Province,577
Bayburt Province,≤100
Bilecik Province,324
Bingöl Province,305
Bitlis Province,427
Bolu Province,390
Burdur Province,430
Bursa Province,5599
Denizli Province,1254
Diyarbakır Province,1393
Düzce Province,1296
Edirne Province,710
Elazığ Province,1138
Erzincan Province,259
Erzurum Province,1327
Eskişehir Province,1309
Gaziantep Province,3707
Giresun Province,1219
Gümüşhane Province,350
Hakkâri Province,≤100
Hatay Province,1283
Isparta Province,981
Istanbul Province,33447
Iğdır Province,203
Kahramanmaraş Province,1163
Karabük Province,732
Karaman Province,447
Kars Province,396
Kastamonu Province,3650
Kayseri Province,5486
Kilis Province,316
Kocaeli Province,2147
Konya Province,3888
Kütahya Province,1499
Kırklareli Province,799
Kırıkkale Province,610
Kırşehir Province,1103
Malatya Province,1403
Manisa Province,2671
Mardin Province,611
Mersin Province,5107
Muğla Province,1274
Muş Province,318
Nevşehir Province,816
Niğde Province,533
Ordu Province,1424
Osmaniye Province,3058
Rize Province,812
Sakarya Province,932
Samsun Province,2855
Siirt Province,335
Sinop Province,608
Sivas Province,1186
Tekirdağ Province,2207
Tokat Province,1144
Trabzon Province,2591
Tunceli Province,255
Unknown,≤100
Uşak Province,3028
Van Province,789
Yalova Province,502
Yozgat Province,698
Zonguldak Province,3000
Çanakkale Province,650
Çankırı Province,893
Çorum Province,1236
İzmir Province,7705
Şanlıurfa Province,1700
Şırnak Province,527
