Page ID,Page name,Disclaimer,Amount spent (INR),Number of ads in Library
568928239883450,The Times Of A Better India,The Times Of A Better India,181531,8
574079826086251,Phir Ek Baar Modi Sarkar,phirekbaarmodisarkar.com,85381,27
108777655527686,Trinamoole Nabo Jowar,Trinamoole Nabo Jowar,47818,66
109937650579639,discovery+,discovery+,37750,31
309587409080562,YSR Congress  Party - YSRCP,Jagane Kavali,22693,28
109779048752146,Maharashtra Building and Other Construction worker's welfare Board,OM Enterprises,21443,22
703726259672921,BJP Telangana,Bharatiya Janata Party (BJP),20168,41
104211439033799,Jagane Kavali,Jagane Kavali,19334,61
841171029605948,India News,India News,18439,17
349255958442248,VBJ,VBJ,18367,33
108102345201383,Pappu Gappu - पप्पू गप्पू,Pappu Gappu - पप्पू गप्पू,18229,16
109545244848137,Crafto,Kutumb App,18077,17
164232003593895,Rashtriya Lok Dal-राष्‍ट्रीय लोक दल,Rashtriya Lok Dal,16615,13
349222085840969,Youth in Politics,Indian Political Action Committee,16216,63
107395897271506,Kutumb,Swatantra Verma,15257,26
30290552843,Greenpeace India,Greenpeace Environment Trust,14744,22
327120054405346,Jagananna ki Thoduga,Jagan Anna ki Thoduga,13902,48
100214233049145,Minority Development Department Maharashtra,Minority Development Department Maharashtra,12212,14
479998865355592,Aditya Birla Group,Aditya Birla Group,12032,6
797927846899300,Flag Foundation of India,Flag Foundation of India,11891,14
21169267101,Give,Give,11755,27
897056127025640,InKhabar,InKhabar,11670,12
114233898263244,Indian Compass Videos,theindiancompass.com,11579,148
174283119250672,Bal Raksha Bharat,Bal Raksha Bharat,11452,38
1293402667423924,Bhupesh Hai To Bharosa Hai,Bhupesh Hai To Bharosa Hai,11157,13
109779048752146,Maharashtra Building and Other Construction worker's welfare Board,Maharashtra Building and Other Construction worker's welfare Board,11003,22
108080828884036,Gehlot Phir Se,DesignBoxed,10758,14
105515435289387,Kaka Abhi Zinda Hai,Kaka Abhi Zinda Hai,9276,12
