Location name,Amount spent (NZD)
Auckland Region,8478
Bay of Plenty Region,1509
Canterbury,3116
Cook Islands,≤100
Gisborne District,313
Hawke's Bay,1421
Manawatu-Wanganui,1236
Marlborough Region,211
Nelson Province,346
Northland Region,1197
Otago,1068
Southland,404
Taranaki,706
Tasman District,197
Unknown,≤100
Waikato,2577
Wellington Region,2277
West Coast,140
