Page ID,Page name,Disclaimer,Amount spent (EUR),Number of ads in Library
235273483632649,Покрет обнове Краљевине Србије - ПОКС,Покрет обнове Краљевине Србије,113,2
246511218867585,Danas,Danas,≤100,13
293271104377513,N1 Srbija,N1 Srbija,≤100,4
102921657972863,Nova.rs,Nova.rs,≤100,2
1469729383308853,EU info point Novi Sad,EU u Srbiji,≤100,5
106722111386667,Vojvodina Uživo,Vojvodina uživo,≤100,13
107823704142670,Nova.rs sport,Nova.rs sport,≤100,3
183252701187,Istinomer.rs,Istinomer.rs,≤100,2
263845257057091,Krovna Organizacija Mladih Srbije,Krovna organizacija mladih Srbije,≤100,8
102590064995876,Alo.rs,Alo.rs,≤100,1
387530212111708,Za Evropu,za evropu,≤100,2
102267682034717,Градске инфо,Gradske Info,≤100,3
107082327552063,Nova.rs showbiz,Nova.rs,≤100,1
294080787380634,Братислав Гашић,Homepage doo,≤100,5
104830385644206,Srbija uživo,Srbija uživo,≤100,1
1973160299611530,Dr. Pásztor Bálint,Dr. Pásztor Bálint,≤100,6
140578452656879,Direktno.rs,Direktno.rs,≤100,4
1834120283540997,Милош Јовановић,Милош Јовановић,≤100,3
1704843222876910,Горан Весић,Goran Vesic,≤100,3
446072142261307,IDEAS,Centar za istraživanje i razvoj društva IDEAS,≤100,2
215439965995258,Stranka slobode i pravde,Stranka slobode i pravde,≤100,2
216096575131486,Novinska agencija BETA,Novinska agencija Beta,≤100,2
245282178877178,Telegraf,Telegraf,≤100,1
121761709667742,Novi dan Srbija,N1 Srbija,≤100,1
237101165054,Medija centar,Medija centar,≤100,2
156860654437020,Otvoreni parlament,Otvoreni parlament,≤100,1
246944101993258,CRTA,CRTA,≤100,1
100356108924284,Pridruži se - Paraćin,Dragan Ristic,≤100,2
100604815074570,JTI Srbija,JTI Srbija,≤100,1
321608788029496,VOICE - Vojvođanski istraživačko-analitički centar,NDNV,≤100,1
1860537720736406,Centar za pravosudna istraživanja-CEPRIS,Centar za pravosudna istraživanja,≤100,2
736583270091163,Покрет обнове Краљевине Србије Бечеј - POKS BEČEJ,Jasmin Hamzić,≤100,3
2039702679637751,RERI,RERI Regulatorni institut za obnovljivu energiju i životnu sredinu,≤100,1
1609943602654593,Нова снага Србије,Нова снага Србије,≤100,1
1916765925064880,Kvaka23,FoNet,≤100,2
905058673216988,Pravo na vodu,Polekol,≤100,1
107870867370960,Otvorena vrata pravosuđa,YUCOM Komitet pravnika za ljudska prava/Lawyers' Committee for Human Rights,≤100,1
102862762310818,Institut za medijaciju,"Institut za medijaciju, pregovaranje i javne politike",≤100,1
102295392567636,Vladimir Dobrosavljević,Vladimir Dobrosavljević,≤100,2
116110645099483,Propulsion,Propulsion,≤100,1
110780056089231,Pokret slobodnih građana,Pokret slobodnih građana,≤100,1
1796190960617455,Res Publica Kragujevac,Res Publika,≤100,1
103035054850803,FoNet,FoNet,≤100,2
1696223647259442,НСС Чукарица,НСС Чукарица,≤100,1
139641886086839,Saša Paunović,Saša Paunović,≤100,1
1670174393236727,Boban Janković,Boban Janković,≤100,1
105196948556739,ART BOX portal,These ads ran without a disclaimer,≤100,1
166173570250626,Град Зрењанин,Grad Zrenjanin,≤100,1
147353996055064,Reproclinic,These ads ran without a disclaimer,≤100,1
64670453529,Pipelife International,These ads ran without a disclaimer,≤100,1
104067812304113,Genetic Systems,These ads ran without a disclaimer,≤100,1
2246107578840730,Vēja enerģijas asociācija,These ads ran without a disclaimer,≤100,1
10750083165,The Africa Report,These ads ran without a disclaimer,≤100,1
771851256242082,Information Society Group,These ads ran without a disclaimer,≤100,1
557649021438259,NZ Amyloidosis Patients Association,These ads ran without a disclaimer,≤100,1
1096538887134446,Reuters Plus,These ads ran without a disclaimer,≤100,1
106614631788380,Kitco Mining,These ads ran without a disclaimer,≤100,2
57322902081,Nottingham Trent University,These ads ran without a disclaimer,≤100,1
285530825204,Klitschko,These ads ran without a disclaimer,≤100,1
198398326957053,Shree Krishnayan Desi Gauraksha Avam Golokdham Sewa Samiti,These ads ran without a disclaimer,≤100,1
1386091578286558,ARX,These ads ran without a disclaimer,≤100,1
17043549797,MIT Technology Review,These ads ran without a disclaimer,≤100,2
299227550122220,Radio Cina Internazionale,These ads ran without a disclaimer,≤100,4
105106452325758,Помощник в миграционных вопросах,These ads ran without a disclaimer,≤100,1
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,≤100,2
