Location name,Amount spent (USD)
Alabama,10383
Alaska,2351
American Samoa,≤100
Arizona,28026
Arkansas,7245
California,111062
Colorado,27420
Connecticut,10429
Delaware,4311
Florida,70152
Georgia,27003
Guam,≤100
Hawaii,4788
Idaho,5242
Illinois,44513
Indiana,14297
Iowa,10524
Kansas,7475
Kentucky,13015
Louisiana,15671
Maine,6156
Maryland,30456
Massachusetts,19209
Michigan,33491
Minnesota,25182
Mississippi,7751
Missouri,15609
Montana,4529
Nebraska,4983
Nevada,12726
New Hampshire,7483
New Jersey,32629
New Mexico,5681
New York,66088
North Carolina,30882
North Dakota,1367
Northern Mariana Islands,≤100
Ohio,33953
Oklahoma,12730
Oregon,16289
Pennsylvania,83826
Puerto Rico,≤100
Rhode Island,2458
South Carolina,15395
South Dakota,1548
Tennessee,19608
Texas,164831
Unknown,115
Utah,7674
Vermont,1969
Virgin Islands (U.S.),≤100
Virginia,35885
Washington,27207
"Washington, District of Columbia",14575
West Virginia,6854
Wisconsin,21763
Wyoming,2423
