Location name,Amount spent (EUR)
Burgenland,195
Carinthia,479
Lower Austria,1104
Salzburg,1048
Styria,1187
Tyrol,463
Unknown,≤100
Upper Austria,965
Vienna,1525
Vorarlberg,508
