Location name,Amount spent (CAD)
Alberta,35922
British Columbia,10028
Manitoba,3577
New Brunswick,1213
Newfoundland and Labrador,961
Northwest Territories,274
Nova Scotia,1503
Nunavut,216
Ontario,24056
Prince Edward Island,272
Quebec,11827
Saskatchewan,2261
Unknown,≤100
Yukon,277
