Page ID,Page name,Disclaimer,Amount spent (ILS),Number of ads in Library
190739554295848,אפי נוה,אפי נוה,3705,14
107217383988190,מגזין אפוק,Epoch Magazine,2122,30
121022057648728,"עו""ד דורון ברזילי - לראשות לשכת עורכי הדין",דורון ברזילי,2068,28
199381213757428,שי קינן - shai keinan,שי קינן - shai keinan,1295,5
103563939372367,ברק סרי - Barak Seri,ברק סרי - Barak Seri,1117,6
100230935579742,מתחת לרדאר,מתחת לרדאר,1039,3
2249582785307318,"עו""ד עמית בכר, ראש לשכת עורכי הדין","עו""ד עמית בכר, ראש לשכת עורכי הדין",952,4
108212852272431,ג'קי יעקב צבי,יעקב ג'קי צבי לראשות המועצה,836,6
110125925176216,יוזמת המאה - The 100 Initiative,יוזמת המאה,803,9
204780362875106,מקור ראשון,מקור ראשון,723,94
604890186681585,מור ויצמן,Mor Weitzman,666,2
108003595625725,"עו""ד תומר בכר לראשות מחוז תל אביב בלשכת עורכי הדין",Tomer Bechar,655,24
150003831696805,Tsofen  تسوفن   צופן,Tsofen تسوفن צופן,646,4
124395890927240,הקרן החדשה לישראל,הקרן החדשה לישראל,641,40
117177111377152,Шломи Лахьяни,שלומי לחיאני,630,4
977353718949028,מיקי זוהר-  Micki Zohar,ח״כ מיקי זוהר  Micki Zohar,616,2
132107110817900,"מרכז הנדל""ן","מרכז הנדל""ן",614,15
107836625941364,Yair Lapid - יאיר לפיד,מפלגת יש עתיד,611,3
163390343680922,איי אי ג'י ישראל - AIG Israel,These ads ran without a disclaimer,608,1
134896023193138,יוזמת ז'נבה,יוזמת ז'נבה,524,3
377161539406940,רפי סער,רפי סער,500,2
106836891775374,אסנת ספורטה - Osnat Saporta,אסנת ספורטה - Osnat Saporta,491,54
433529446712013,Ayman Odeh - أيمن عودة,Ayman Odeh - أيمن عودة,490,2
124191360932729,התעוררות בירושלים,התעוררות בירושלים,422,10
112518865169237,"לשכה אחרת, לכולם - בראשות עו""ד גיא סרוסי","עו""ד גיא סרוסי",420,35
189208555041327,המיזם למיגור העישון,המיזם למיגור העישון בישראל,411,21
305986442906304,סלע מאיר הוצאה לאור,סלע מאיר דיגיטל,400,4
103851895179872,אמהות לביאות,Nataly Milner,397,2
120240631007633,הילה לנקרי-מיוסט,הילה לנקרי-מיוסט,384,10
362811203779336,ספרייה ומרכז הנצחה בקריית טבעון,ספרייה ומרכז הנצחה בקריית טבעון,370,4
428948830813584,"מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן","מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן",334,42
168898066479983,עיריית עכו,עיריית עכו,331,4
163213311020271,רונן סלטון לראשות המועצה,Ilan Yehezkel,307,4
219091481560790,מרים פיירברג - איכר,נתניה אחת,306,1
