Location name,Amount spent (CLP)
Antofagasta Region,79712
Araucanía Region,134054
Arica y Parinacota Region,51821
Atacama Region,23067
Aysén Region,19034
Bío Bío Region,264395
Coquimbo Region,105582
Los Lagos Region,113087
Los Ríos Region,44086
Magallanes y la Antártica Chilena Region,23278
Maule Region,114610
O'Higgins Region,100918
Santiago Metropolitan Region,1286716
Tarapacá Region,37515
Unknown,210
Valparaíso Region,292889
