Page ID,Page name,Disclaimer,Amount spent (HNL),Number of ads in Library
114601521910,Jorge Aldana,Jorge  Aldana,1650,13
421574011322217,Alcaldía del Distrito Central,Alcaldía del Distrito Central,1010,5
1392592317738074,Jorge Cálix,Jorge Cálix,443,5
486382251906084,Honduras El Pais,Diario El  Pais.hn,227,5
104599735671754,Goberna Honduras,Goberna Honduras,197,9
109459948457740,Gustavo Caceres Diputado,Gustavo Alberto Caceres Banegas,123,1
153003381515332,Cespad - Centro de Estudio para la Democracia,Centro de Estudio para la Democracia (Cespad),≤100,1
200480966638039,Supremacy 1914,These ads ran without a disclaimer,≤100,2
108061471650955,SoluTec,These ads ran without a disclaimer,≤100,5
146822255731958,Fast Travel Games,These ads ran without a disclaimer,≤100,1
354397697217,IEEE Xplore,These ads ran without a disclaimer,≤100,1
1619251248368058,Falso Budismo: Lamaismo Tibetano,These ads ran without a disclaimer,≤100,1
110463704610731,Cute Kiwi,These ads ran without a disclaimer,≤100,1
548577435509026,d&b audiotechnik,These ads ran without a disclaimer,≤100,1
1465646276779035,Los Secretos Judíos,These ads ran without a disclaimer,≤100,5
