Location name,Amount spent (CLP)
Antofagasta Region,164216
Araucanía Region,186195
Arica y Parinacota Region,59970
Atacama Region,31886
Aysén Region,26443
Bío Bío Region,551640
Coquimbo Region,143992
Los Lagos Region,144826
Los Ríos Region,66300
Magallanes y la Antártica Chilena Region,28034
Maule Region,143032
O'Higgins Region,134314
Santiago Metropolitan Region,1596825
Tarapacá Region,45526
Unknown,433
Valparaíso Region,339883
