Location name,Amount spent (USD)
Alabama,8522
Alaska,3003
American Samoa,≤100
Arizona,32486
Arkansas,8494
California,84670
Colorado,13247
Connecticut,9376
Delaware,2138
Florida,59210
Georgia,22287
Guam,≤100
Hawaii,2625
Idaho,8081
Illinois,56039
Indiana,21391
Iowa,6870
Kansas,8192
Kentucky,10228
Louisiana,10986
Maine,5662
Maryland,15515
Massachusetts,12983
Michigan,30522
Minnesota,13825
Mississippi,5964
Missouri,12955
Montana,9608
Nebraska,4371
Nevada,14282
New Hampshire,3560
New Jersey,20428
New Mexico,6466
New York,58644
North Carolina,22157
North Dakota,1280
Northern Mariana Islands,≤100
Ohio,24962
Oklahoma,9042
Oregon,12233
Pennsylvania,40475
Puerto Rico,≤100
Rhode Island,1850
South Carolina,9459
South Dakota,1787
Tennessee,16162
Texas,60043
Unknown,≤100
Utah,5738
Vermont,1868
Virgin Islands (U.S.),≤100
Virginia,27642
Washington,15662
"Washington, District of Columbia",7110
West Virginia,5111
Wisconsin,22590
Wyoming,1384
