Page ID,Page name,Disclaimer,Amount spent (TWD),Number of ads in Library
238507146264909,國際特赦組織 台灣分會 Amnesty International Taiwan,國際特赦組織 台灣分會 Amnesty International Taiwan,25012,148
105556085524776,Twpca-台灣野良犬照護協會,Twpca-台灣野良犬照護協會,16122,6
224451981016415,Mercedes-Benz Taiwan 台灣賓士,Mercedes-Benz Taiwan 台灣賓士,12271,20
693907914395620,良杯製所 Oolab,良杯製所 Oolab,11401,10
148475335184300,Greenpeace 綠色和平 (台灣網站),Greenpeace 綠色和平 (台灣網站),11065,40
150336441057,民主進步黨,民主進步黨,10726,2
347432368933987,LINE TODAY Taiwan,LINE TODAY Taiwan,8807,7
106801464127093,目目非營利 MUVE NPO,目目非營利,5818,18
467933563234921,南門書局-網路圖書名店、也有實體店面，誠信可靠！,玉河 孫,4785,10
113021403762187,法律協會-債務協商 更生 清算 -全台服務,傢宇 吳,4473,2
177161918975981,基督教芥菜種會,基督教芥菜種會,4207,24
201785650801,亞洲大學(Asia University Taiwan),亞洲大學,3759,15
108937285425656,郭貞慧,郭貞慧,3172,4
335544036485779,經濟部,經濟部,3125,3
127628276929,天下雜誌,天下雜誌,3075,10
124473380937123,勵馨基金會 The Garden of Hope Foundation,勵馨基金會 The Garden of Hope Foundation,2662,4
101440729109825,吳旭豐 新竹市北區議員候選人,吳旭豐,2574,1
108696572024879,民視佮你講（Bîn-sī kah lí kóng）,民視新聞,2544,6
109462390640602,企業勞動法務管理顧問-勞動契約、勞資爭議、勞務健檢、教育訓練、法律事務、法律風險控管,芸廷 林,2319,37
211730475524462,大陸委員會,大陸委員會,2252,5
194832457212,天下文化,天下文化,2225,4
219315794887869,聯合報,聯合報股份有限公司,2197,19
1920645851573536,未來城市FutureCity,天下雜誌,2185,2
1537741526464370,桃園市議長邱奕勝,奕勝 邱,2089,5
1436850183290438,One-Forty,One-Forty,1725,6
100714476220256,永續金融先行者聯盟,永續金融先行者聯盟,1702,28
1649523455281990,遠山呼喚,遠山呼喚,1688,3
171759036215066,創世紀不動產教育訓練中心,Micky  Wu,1679,26
235679595900,民視新聞,民視新聞,1542,8
850754301947812,鏡新聞,鏡新聞,1527,3
706267162753971,陳明達,明達陳,1504,2
110699089014688,三立新聞,三立新聞,1460,4
151776788178402,TechOrange 科技報橘,流線傳媒股份有限公司,1460,29
