Page ID,Page name,Disclaimer,Amount spent (PYG),Number of ads in Library
1468570519872644,Santiago Peña,PRANA SA,15764537,67
532716330164048,Sole Núñez,PautaPY,12170492,30
196599783696918,Efrain Alegre,Comunicá,6648813,130
102917519228790,Bruno Defelippe,PautaPY,5188086,48
102266292553995,Sucia Política,Diego Ricardo Ramírez,4370719,19
325540631525675,En La Tecla,En la Tecla,3862621,16
110447625137045,Pilar Callizo,PautaPY,3487994,8
103771265752808,Vysokolán,Stephan Vysokolán,3268412,22
100959471597014,José Antonio Galeano,José Antonio Galeano,2806309,24
532716330164048,Sole Núñez,Sole Núñez,1968770,8
1964503917155087,Stephan Rasmussen,Stephan Rasmussen Gonzales,1945441,21
266016903502005,Senador Carlos Gómez Zelada,Senador Carlos Gómez Zelada,1902537,17
1222077187832207,Gustavo Leite,Gustavo Alfredo Leite Gusinky,1859296,8
124625661665046,Patrick Kemper,Patrick Paul Kemper Thiede,1805903,15
102963512483270,PyElige,PY Elige,1613628,16
1310731702357133,GEN,GEN,1567049,5
107565365631988,Candydatos,WILD FI,1475520,11
107104641909575,Rubén Rubin,Rubén Rubin,1452893,3
613341488786700,Miguel Del Puerto,Miguel Angel Del Puerto Silva,1437250,12
326351758062718,Juan Grassi,Juan Domingo Galeano Grassi,1411895,4
114979542421407,Kattya González,Kattya Mabel Gonzalez Villanueva,1376265,3
132554373464255,La Nación,La Nación,1329935,29
943824938962084,Luis Fernando,Luis Fernando,1269064,23
100445112671378,Fernando Camacho Senador 2023,Fernando Camacho Senador 2023,1257358,23
100347296248614,Rosa Sosa,Rosa Mercedes Sosa Paredes,1059604,16
153958777947957,Paulo Reichardt,Paulo Reichardt,857430,12
830674423631937,Robert Cano Senador - Lista 9 Opción 11,ASP Marketing,779980,14
647864758888200,Seba Garcia,Sebastian Garcia,748232,48
102467002671611,Jorge Heisecke,Jorge Heisecke,721352,16
102123052860574,Giampaolo Ficorilli Diputado,Giampaolo Ficorilli Gomez,705307,11
113713881663916,Guillermo Ferreiro,Estratégias de Comunicación,682245,3
108246601026063,Derlis Rodríguez Diputado 2023,Derlis Manuel Rodríguez Baez,655859,13
107106825374681,Jesús Guapi,Jesús Fernando Guapi Narvaez,596124,4
110382581891524,Hugo Biedermann,Biedermann Publicidad S.A.,567121,2
740490032676248,Diego Candia Diputado,politico.com.py,530092,9
105052422297773,Pedrito Gómez,Maria Jose Castillo Vega,525227,2
102137945346781,Movimiento Ciudadanía Activa,PautaPY,511297,6
