Location name,Amount spent (USD)
Berat County,≤100
Dibër County,≤100
Durrës County,355
Elbasan County,244
Fier County,187
Gjirokastër County,≤100
Korçë County,238
Kukës County,≤100
Lezhë County,≤100
Shkodër County,288
Tirana County,3070
Unknown,≤100
Vlorë County,114
