Location name,Amount spent (AUD)
Australian Capital Territory,1612
Jervis Bay Territory,≤100
New South Wales,23064
Northern Territory,680
Queensland,18348
South Australia,6924
Tasmania,2624
Unknown,≤100
Victoria,21244
Western Australia,8837
