Location name,Amount spent (NOK)
Akershus,3498
Aust-Agder,497
Buskerud,1304
Finnmark,448
Hedmark,859
Hordaland,2673
Møre og Romsdal,1640
Nord-Trøndelag,916
Nordland,1314
Oppland,865
Oslo,7820
Rogaland,2468
Sogn og Fjordane,539
Svalbard and Jan Mayen,≤100
Sør-Trøndelag,2811
Telemark,700
Troms,1018
Vest-Agder,1182
Vestfold,1068
Østfold,1299
