Page ID,Page name,Disclaimer,Amount spent (COP),Number of ads in Library
597006313643580,Gobernación del Valle del Cauca,Gobernación Valle del Cauca,1081444,14
308580499200723,Alcaldía de Medellín,Alcaldia de Medellìn,1016299,30
104279312601359,Sumamos,Sumamos,748714,2
316256535073131,Gobernación de Antioquia,Gobernación de Antioquia,646470,2
53177129367,Dilian Francisca Toro Torres,Dilian Francisca Toro,610161,4
643513979193133,Unidos por Beatriz,Neuma,486593,17
251292808253299,Canadian College,Canadian College,373226,15
278404038877281,La Unidad de Pensiones y Parafiscales,Unidad de Pensiones y Parafiscales,370015,24
1147318942107929,Todos Somos Una,DEBRAIN LLC,321219,4
141361183156268,Juan Carlos Upegui,Juan Carlos Upegui,267602,9
105437204540183,Miyerlandi Torres A,Miyerlandi Torres A,258877,10
108827338788235,Por la defensa de Cali,Por La Defensa De Cali,247009,2
370492339735164,Centro Democrático - Comunidad Oficial,Centro Democrático - Comunidad Oficial,241421,2
256488875025665,Juan Bocanegra,Juan Carlos Bocanegra Chacón,240408,4
112155252163421,Sebastián López V.,Sebastian Lopez Valencia,229438,50
104468561432859,Alexander Castro,Alexander Castro,228983,10
108311872210328,Fernando Romero Herrera,Androw Mauricio,194569,4
167222580002790,Clara Luz Roldan Gonzalez,Clara Luz Roldán,182408,3
114317847146525,Alvaro Arias Velez,Alvaro Arias Velez,180698,13
132840983520233,Gobernación del Atlántico,Gobernación del Atlántico,176925,1
466713146804873,Jonathan Vasquez,Jonathan Stivel Vasquez Gomez,161230,3
370267297019304,Marco Hincapié,Marco Emilio Hincapie Ramirez,157818,2
454396071316750,Mauricio Salazar,Mauricio Salazar Pelaez,149321,2
377334062304350,Secretaría de Educación de Bogotá,Secretaría de Educación de Bogotá,121638,16
418155555015037,Germán Escobar Cundinamarca,German Mauricio Escobar,119096,1
112233823483908,Mallath Martinez,Mallath Martinez,118970,5
108158921672438,Llener Borja,Alvaro Jose Gomez Ramirez,110915,8
1719725724954043,Rodrigo Rojas Lara,Rodrigo Rojas Lara,110052,1
184284351706738,Lotería de Bogotá,Lotería de Bogotá,107185,1
104472845840664,Juan Carlos Corrales,Juan Carlos Corrales,106682,3
601336570076276,Rodolfo Correa,Rodolfo Andres Vargas Correa,98281,1
267198759973201,Bairon Enrique Muñoz Lizarazo,Bairon Enrique Muñoz Lizarazo,91774,9
108228068238348,Diego Caicedo,Diego Caicedo,90436,7
175286072898201,Braulio Espinosa Márquez,Braulio Espinosa,79871,1
107204794960194,Instituto Técnico La Salle,Instituto Técnico La Salle,65510,10
462660883763346,Ronald Mayorga,Ronald Mayorga,63889,4
100232346317619,David Enrique Arango Quintana,David Enrique Arango Quintana,63616,6
159326370815397,Alcaldía de Itagüí,Alcaldía de Itagüí,59972,4
1896813010334035,Secretaría de Educación de Barranquilla,Secretaría de Educación de Barranquilla,58848,4
104969865721375,Profes.movimientociudadano,John Bazurto,56529,6
264104919248,Alcaldía Distrital de Barranquilla,Alcaldía Distrital de Barranquilla,56251,8
324718631509952,Yaneth Quintero,Yaneth Alexandra Quintero Herrera,55462,1
350160788433059,Proclama Cauca y Valle,Proclama Cauca y Valle,55098,6
1488419784774409,Alcaldía de Soledad,Alcaldía Municipal de Soledad,54804,8
915743661945208,Alejandro Eder,Alejandro Eder,54431,11
258948700872338,Isvimed Alcaldía de Medellín,Eikon Digital S.A.S.,53858,19
835710939898329,Paulina Aguinaga,Paulina Aguinaga,49860,2
108598258831895,Oriente Vivo,Mateo Escobar Vera,48433,10
619776134722439,Secretaría Distrital de Salud,Secretaría distrital de Salud,46448,5
416201871913815,Adolfo Romero,Adolfo Romero,45528,5
148553182705913,Claudia Andrade,Sebastian Giral Gomez,45049,3
2098087750318204,Amed Velasquez,Amed Velasquez,44033,1
734195543347719,Javier Julio Bejarano,Javier Julio Bejarano,43296,2
105459022029789,Luis Gregorio Moreno Mosquera,Luis Gregorio Moreno Mosquera,42444,2
286568181368830,Jhon Eddison Ortega Diputado,Jhon Eddison Ortega Diputado,38632,4
391099551688976,Manuel Correa,Manuel Correa,36416,3
100684621294069,Diego Cancino - Concejal de Bogotá,Equipo Diego Cancino,36118,3
105068200842316,Edilberto Molina,Tuto Gonzalez,35815,2
1581065862149234,Alcaldía de Tuluá John Jairo Gomez Aguirre,Alcaldía de Tuluá John Jairo Gomez Aguirre,34854,1
257401965136834,Carlos Marroquín,Carlos Andres Marroquin Luna,33198,1
103848281985172,Mauricio Londoño,Mauricio Londoño,31595,3
1052668304757955,Eduard Sarmiento Hidalgo,Eduard Sarmiento Hidalgo,30518,4
115311114843305,Mario Medina,Mario Medina Pérez,30309,2
513373825500774,Catalina Ortiz,Catalina Ortiz,30000,1
838927469815494,Diana Diago,Diana Marcela Diago,29259,4
116430736811606,Ever Villegas,Ever Antonio Villegas Morante,29060,21
305443930185737,Juan Pérez,Juan Pérez,28889,13
581095835894514,Noticentro 1 CM&,Noticentro 1 CM&,28873,15
987563698019371,Duván Murillo Diputado,Duvan Murillo,28818,3
1774173176200315,Notidespeguecucuta,Notidespeguecucuta,28523,2
1400280116941194,Fabian Diaz,Fabian Diaz,27550,8
381464961911270,Cruz Roja Antioquia,Cruz Roja Colombiana Seccional Antioquia,27528,6
102249245462577,Secretaría de Hacienda de Manizales,Eikon Digital S.A.S.,27370,8
387621548286709,Gustavo Gallego,Gustavo Adolfo Gallego Aristizabal,26595,1
117438547897704,José Galvis Posada,Jose Galvis Posada,26058,1
106083021215996,Todos por Medellín,Todos por Medellín,25833,2
415910721915879,Hector Fabio Velasco Hernandez,Hector Fabio Velasco,25824,4
1832438050403942,Amin Losada,Ginna Tatiana Piragauta Guzman,25803,2
769356313118755,Aportando al Cauca T.V,Gustavo Adolfo Guzman Vallejo,25547,2
1597659560553215,Colombia+20,COMUNICAN SAS EL ESPECTADOR,24763,2
2280357942291111,Luis Carlos Velásquez,Luis Carlos Velásquez,24362,13
103084375858203,Mi Campaña Aplicación,BJS inversiones,24217,3
645168172181457,Gobernación de Caldas,Eikon Digital SAS,23393,7
1431824383809561,Camilo Torres,Ivonne Mariana Torres Prada,23036,1
308398253196220,Jorge Andrés,Digital Tech Ideas S.A.S,22942,1
100299935303598,Humberto Alvarado Guzmán,Humberto Alvarado Guzmán,22257,5
214167541938411,Juan Pablo Gallo,Juan Pablo Gallo,22132,40
2176990602583797,El Politicón,El Politicón,20981,1
1625137160961683,Verónica Arango,Diputada Veronica Arango,20211,1
515010172233659,Alvaro Mantilla,Alvaro Mantilla,20208,2
1458739367777443,Wilson Gonzalez Piedecuesta,Wilson Gonzalez,20165,2
106125295156311,Jose Elner Gonzalez,Jose Elner Gonzalez Azcarate,19837,1
1568160656782101,Asocapitales,These ads ran without a disclaimer,19818,1
107040575646313,Renata Marina,These ads ran without a disclaimer,19525,15
906104439492802,Daniel Duque Velásquez.,Daniel Duque Velásquez.,19514,2
188371488749555,Mauro Marquez,Mauricio Marquez Valencia,19141,1
706214723142462,Oscar David Benavides A,Oscar David Benavides Angulo,18200,2
179003239458192,Jorge Humberto Rangel,Jorge Rangel,18078,1
