Page ID,Page name,Disclaimer,Amount spent (IDR),Number of ads in Library
101350709331663,Golkar 2024,Yayasan Golkar Institut SPKP,62464371,253
317965655213024,Gerakan Nahdliyyin Bersatu,Gerakan Nahdliyyin Bersatu,19104369,2
1182989151803018,M Hasanuddin Wahid,Kebangkitan Bangsa,15522163,2
108132042285089,Erwin Aksa,Yayasan Golkar Institute,11143088,95
333711983956998,Erwin Aksa,Yayasan Golkar Institute SPKP,5977967,22
104054595928021,Bakti Untuk Rakyat,Bakti Untuk Rakyat,5687639,63
320858334728047,Partai Solidaritas Indonesia,Partai Solidaritas Indonesia,5396804,40
106397652451725,Barisan Biru Langit,Barisan Biru Langit,3668749,31
1357693677594211,A Muhaimin Iskandar,Kebangkitan Bangsa,3273414,4
102793242742002,Jaksapedia,JAKSAPEDIA,2932931,34
111864151754055,Esensi TV,Esensi Tv,2749595,48
23383061178,Prabowo Subianto,indonesia Adil makmur,2407127,2
100649018546817,GanjarFans,GanjarFans,2078596,21
107600565668590,Munafri Arifuddin,Yayasan Golkar Institute,1984088,11
111580301790421,Cak Fauzi JATIM,Cak Fauzi Jatim,1734279,19
106690092440342,Pemilu KIT,Ramdan Casmara,1093596,19
292939164731691,Relawan Herviano,Relawan Herviano,1082267,32
1547369918837496,Zulkifli Hasan,Media Center PAN,1055210,5
397603117477041,Lindsey Afsari Puteri,Yayasan Golkar Institute,999494,8
642603442612516,Muktar Efendi Harahap,Muktar efendi harahap,748410,35
107314345341621,Zakiyuddin Harahap,Zakiyuddin harahap,656781,42
102656349157647,Tugimanisme,Tugimanisme,652832,25
104844282389488,Kelas Digital Marketing,Kelas Digital Marketing,573381,12
110419528729730,Golkar Makassar,Yayasan Golkar Institute,553484,7
111805655036485,Humas DPRD Pati,Aditya Rachmat Pamungkas,522973,16
695605000462574,CNN Indonesia,CNN Indonesia,518352,1
112376825007045,Dewi Juliani 2024,Dewi Juliani 2024,475730,18
349963858704476,Komit Digital,Komit Digital,466215,18
335546226915564,Generasi Melek Politik,Generasi Melek Politik,450458,1
112570091503539,GP Papua,Ganjar Nusantara Indonesia,401261,12
120493494629294,Pikiran Rakyat,"Aditya Riantiko Akbar, ST",380405,2
678421075696415,Giring Ganesha,Partai Solidaritas Indonesia,367843,6
104317482149268,DPRD Provinsi Jawa Timur,Dinni Anggraeni,367058,16
197545083607941,Harian Kompas,Harian Kompas,329812,15
100634344801574,Gus Raharjo,Septian Raharjo,320681,11
105984728799517,Sulsel Dukung Ganjar,Ganjar Nusantara Indonesia,295000,6
39253583478,PDI Perjuangan,PDI Perjuangan,290822,30
1165819730216749,Global Ehsan Relief Indonesia,Global Ehsan Relief Indonesia,276433,5
107611851968705,Sumsel Dukung Ganjar,Ganjar Nusantara Indonesia,257911,6
1004727719661767,Rian Ernest,Yayasan Golkar Institute,254588,3
2173294042962504,Tentor cpns,These ads ran without a disclaimer,251899,2
107451398732660,Teman Dito,Teman Dito,247659,5
110294151987732,Head Politika,Head Politika,241706,5
318316705029207,Jefirstson R Riwu Kore,Jefirstson R Riwu Kore,239628,2
101760624522103,DPP Banteng Muda Indonesia,Farid Wahyudi,238762,17
39684526732,Wanda Hamidah,Yayasan Infobox,226440,3
101648362613609,GP Sulawesi Tengah,Ganjar Nusantara Indonesia,224700,6
118310007922514,Jakarta Untuk Ganjar,Ganjar Nusantara Indonesia,221453,4
225743208016201,Grace Anastasia PSI,Partai Solidaritas Indonesia,214550,1
1500140530273695,Kimia Farma Care,Kimia Farma,205550,2
101372009341896,Kata cirebon,Berita Kota,203973,5
1690573611256871,Pemerintah Kota Manado,Pemerintah Kota Manado,202112,1
110865154735990,Koran Harian Tanah Air,Muhammad Miftakhunnaim,194080,19
147555216186069,Christina Aryani,Christina Aryani Foundation,193909,3
104117921752426,Ganjaran App,Ganjaran App,192194,2
100382756075812,GP Kalimantan Timur,Ganjar Nusantara Indonesia,191251,6
503443566392334,Zurich,These ads ran without a disclaimer,187973,6
104427162506872,Fakta Anies,Fakta Anies,181923,3
582402568517453,Coretan Kehidupan,Coretan Kehidupan,177793,10
836360023163305,Melky Jakhin Pangemanan - MJP,Melky Pangemanan,177197,1
101383579268587,Sumut Dukung Ganjar,Ganjar Nusantara Indonesia,172902,3
165114026832502,Grace Natalie,Partai Solidaritas Indonesia,172140,1
1620632751542044,Isyana Bagoes Oka,Partai Solidaritas Indonesia,171507,1
1413233442285275,Prabowo Untuk NKRI,Prabowo Untuk NKRI,169083,1
2226767280926469,Puteri Anetta Komarudin,Puteri Anetta Komarudin,164774,3
103110502426027,Jatim Dukung Ganjar,Ganjar Nusantara Indonesia,162781,3
1679783648997296,DKISP Kaltara,Anggianto,162771,8
114105438017003,GP Nusa Tenggara Barat,Ganjar Nusantara Indonesia,162629,3
1854187061497992,Jogja Dukung Ganjar,Ganjar Nusantara Indonesia,159786,3
102708602466860,Riau Dukung Ganjar,Ganjar Nusantara Indonesia,158368,3
1033193516732257,Jabar Dukung Ganjar,Ganjar Nusantara Indonesia,157633,3
102418629201622,GP Nusa Tenggara Timur,Ganjar Nusantara Indonesia,154174,3
106499898747570,Lampung Dukung Ganjar,Ganjar Nusantara Indonesia,153923,3
107019302070970,GP Kepulauan Riau,Ganjar Nusantara Indonesia,150036,3
103411659195911,JIMAT,Arik Luviani Putri Yasa,147727,7
104052735675516,Sulut Dukung Ganjar,Ganjar Nusantara Indonesia,147567,3
100248349384577,Jateng Dukung Ganjar,Ganjar Nusantara Indonesia,147393,3
110195338413992,GP Kalimantan Tengah,Ganjar Nusantara Indonesia,145760,3
366143080610045,Kelas Online Membuat Website,KelasMaster.id,145154,4
108033718631640,GP Kalimantan Barat,Ganjar Nusantara Indonesia,143084,3
338740510222539,"Rohmat Marzuki, S.Hut - Sarjana Kehutanan Mbangun Deso",Rohmat Marzuki,142377,5
106767125434048,Rumah GP Sumatra Barat,Ganjar Nusantara Indonesia,142072,3
1716437738583378,Banten Dukung Ganjar,Ganjar Nusantara Indonesia,129857,3
112121504882485,GP Bali,Ganjar Nusantara Indonesia,124600,3
106079928863841,Kepulauan seribu bersatu,Berita Kota,123460,1
111090608323091,GP Kalimantan Selatan,Ganjar Nusantara Indonesia,121137,3
102273039070802,Info Terkini,Muhammad Miftakhunnaim,120792,12
102060486500863,The Jakarta Post,PT. Bina Media Tenggara,120005,7
103974322620939,Kominfo Trenggalek,Anggianto,118085,2
104217932476562,Ali Badrudin,Aditya Rachmat Pamungkas,117970,3
153022218082084,Kementerian PPN/Bappenas,Ra Vania Balqis,114155,1
101218402657205,GP Aceh,Ganjar Nusantara Indonesia,109354,3
101220845990276,GP Bengkulu,Ganjar Nusantara Indonesia,107483,3
123323180670169,"Fadlan, S.IP","Fadlan, S.IP",100000,1
100776135899424,Dr. H. Syamsurizal SE MM,Dr. H. Syamsurizal SE MM,100000,1
106287625764574,Teman Dito,Barry Eko Lesmana,100000,1
40841178757,Elnino Mohi,Elnino Mohamad Husein Mohi,96438,2
1160674184085116,"I G N Kesuma Kelakan,ST.,M.Si",Ign Kesuma Kelakan,95636,2
466696580069420,Keluarga Kita,These ads ran without a disclaimer,86683,1
526765274016858,DPD Gerindra Gorontalo,Elnino Mohamad Husein Mohi,86423,4
110750361762052,Pikiran Rakyat,Desta Darmawansyah,80506,9
109793991710079,Jane Natalia Suryanto,Jane Natalia Suryanto,78737,1
112121101796090,Opini 2024,Opini 2024,75892,11
101392976321971,Hajja Syammsimar,These ads ran without a disclaimer,73780,1
101367882644316,GP Gorontalo,Ganjar Nusantara Indonesia,73383,3
100780439404059,Aspirasi jakarta utara,Berita Kota,72895,1
112164938221017,Pakar Sukabumi,Pakar Sukabumi,68656,3
103663435776469,Figur jakarta barat,Berita Kota,66065,1
116357131050852,GP Jambi,Juniar Dwi Harianto,65556,1
109083348423534,Untuk Rakyat,Muhammad Miftakhunnaim,64911,5
111003051988471,Raendi Rayendra,Muhammad Agung Saputra,62994,2
544107539358354,"Dr. H. Rusman Ya'qub, SPd, MSi",Rusman Yaqub,61852,5
108511588277325,Galeria Konveksi,Solehudin,61727,2
371274723582677,Cak Salam,Ranudirjo Adi,61580,2
102791229290192,Caleg Stater Kit,Caleg Stater Kit,59730,2
110547131467051,Ikfina Fahmawati,Diovanka Darmawan,59490,2
273454719936085,"Yohanis Fransiskus Lema, S.IP, M.Si","Yohanis Fransiskus Lema, S.IP, M.Si",58184,1
100615419601107,Simson Polin,Simson Polin,58177,2
100159712647702,Fakta Anies Baswedan,Fakta Anies Baswedan,57995,3
256838011014355,Partai Gerakan Indonesia Raya (Gerindra),Partai Gerindra,55825,1
118441681138266,pinjaman_perbulann.official,These ads ran without a disclaimer,54798,1
105593815806877,Wild Investments,These ads ran without a disclaimer,54653,2
113069615112380,Sigit K Yunianto,PDI Perjuangan Provinsi Kalimantan Tengah,51459,1
110601367279753,Faiz Alaudien Reza Mardhika,Faiz Alauddien Reza Mardhika,50897,2
116715223517954,YouSee Indonesia,YouSee Indonesia,50606,1
615278595537091,SimCaleg - Aplikasi Pemilihan Legislatif,SimCaleg - Aplikasi Pemilihan Legislatif,49409,1
352905798604161,Sahabat Ahmad Darwis,Sahabat Ahmad Darwis,48638,3
110827921712816,Melihat jakarta pusat,Berita Kota,47929,1
110665381423733,Kliklaman Digital,Kliklaman Digital,47919,1
112103637775795,"Subatrio Pardamean Saragih, SE., MSi.",Subatrio Pardamean Saragih,47571,1
104616225884305,elisa_ermasari,These ads ran without a disclaimer,46868,1
135073411731685,BBBgamers LiveShow,These ads ran without a disclaimer,44982,1
119579677819779,jasa kiayi,These ads ran without a disclaimer,44704,1
1040974939295513,"H.Ivan Wirata,ST,MM,MT",These ads ran without a disclaimer,37337,1
108695584343029,Baik Untuk Kita,Muhammad Miftakhunnaim,36255,3
105193322287911,Ideal jakarta selatan,Berita Kota,36153,1
106919112303644,Jasa Pembuatan Video,Jasa Pembuatan Video,33885,1
105427328746894,Investmama,These ads ran without a disclaimer,33623,1
107713638697378,Filosofi jakarta timur,Berita Kota,33259,1
139823556483287,Klinik Yuliarpan,These ads ran without a disclaimer,32323,1
100159712647702,Fakta Anies Baswedan,Gerakan Perubahan,30249,1
108511588277325,Galeria Konveksi,These ads ran without a disclaimer,29996,1
188872144758,CCTV,These ads ran without a disclaimer,29988,1
118426007924638,Nur Wilma,These ads ran without a disclaimer,29322,1
