Page ID,Page name,Disclaimer,Amount spent (CHF),Number of ads in Library
100332749664541,Ja zum Klimaschutz-Gesetz,JA zum Klimaschutz,2957,93
108204507991414,Zukunft sichern,Allianz für ein JA zur OECD-Mindeststeuer,2233,15
100109808734387,Schweizer Wirtschaft für das Klimagesetz,Schweizer Wirtschaft für das Klimagesetzt,1257,9
119186944514904,Unabhängige Schweiz - Unabhängige Energieversorgung,Klima Allianz,1246,10
106321615725425,Oui à la Loi climat,Oui à la loi climat,1119,48
375071409495559,Future 3 I de,Fondation Future 3.0,1091,4
126289610761942,Grünliberale,Grünliberale,1013,36
15733998334,FDP,FDP,850,54
334655940216136,Nein zum Stromfresser-Gesetz,Nein zum Stromfresser-Gesetz,845,6
191859734164694,Pro Infirmis,Pro Infirmis,665,24
106434042447582,oui-acacias.ch,Comité unitaire en faveur du PLQ Acacias 1,595,31
1131283210260777,Future 3,Fondation Future 3.0,540,4
194790813901953,Grüne Schweiz,Grüne Schweiz,536,12
1886381148253031,Économie suisse pour la loi climat,Économie Suisse pour la loi climat,505,9
146548032062281,Fastenaktion,Fastenaktion,452,3
1220118614712552,Non à la loi sur le gaspillage de l'électricité,Non à la loi sur le gaspillage de l'électricité,402,2
18087904183,PLR,PLR,382,27
175478195846132,Les Vert·e·s suisses,Grüne Schweiz,378,7
91248575349,SVP Thurgau,SVP Thurgau,337,6
1951249848443600,Protect Our Winters Switzerland,Protect Our Winters Switzerland,318,3
212297922293183,UDC Suisse,UDC Suisse,306,2
162373287239957,SVP Schweiz,SVP Schweiz,306,3
179829952053386,Vert'libéraux,Parti vert'libéral Suisse,277,20
513407995428696,actif-trafiC,actif-trafiC,249,5
36735923253,umverkehR,umverkehR,230,3
97220294896,SP Schweiz,SP Schweiz,222,4
108471975894983,Chambre vaudoise du commerce et de l'industrie (CVCI),Chambre Vaudoise du Commerce et de l'Industrie,212,3
147201418675114,Swissmem,Swissmem,210,23
260591187302640,Parti socialiste genevois,Parti socialiste genevois,207,7
108893095528257,In185-Non,IN 185,191,3
115646168191821,Gebührenwahnsinn-Nein,Komitee gegen den Gebührenwahnsinn,174,8
103426324579756,Ein Lohn zum Leben,Ein Lohn zum Leben,153,1
112878345109547,NON-in181 - NON à cette bombe fiscale,Fer Genève,152,3
1320679421302500,HabitatDurable,Casafair - HabitatDurable,146,10
314909850912,SP Graubünden - PS Grischun - PS Grigioni,SP Graubünden,138,10
309380022477251,Casafair,Casafair,135,9
105302842574771,FDP.Die Liberalen Kanton Zug,FDP.Die Liberalen Zug,134,19
1526697364280066,Partito Socialista Ticino,Partito Socialista Ticino,130,4
169510248558,Die Mitte - Le Centre,Die Mitte,122,10
1524859774444235,Koalition für Konzernverantwortung,Koalition für Konzernverantwortung,119,8
291359247729208,PS Suisse,PS Suisse,119,3
112511615157200,Plateforme pour la justice fiscale,Plateforme pour la justice fiscale,117,19
113106815069066,"OUI à la LEFI - Notre logement, c’est toute notre vie",CGI,115,6
51415837765,Greenpeace Switzerland,Greenpeace Switzerland,≤100,3
107793295629503,Tourismus für das Klimagesetz,Tourismuskomitee «JA zum Klimagesetz»,≤100,7
535897123124799,Jeunes Libéraux-Radicaux Suisse,Jeunes Libéraux-Radicaux Suisses,≤100,12
101715872923024,Mindestlohn NEIN,Überparteiliches Komitee NEIN zum Mindestlohn,≤100,68
110533229026103,EVP / PEV,EVP Schweiz,≤100,4
169752569742293,Schweizerischer Gewerbeverband sgv,Schweizerischer Gewerbeverband sgv,≤100,6
