Page ID,Page name,Disclaimer,Amount spent (BRL),Number of ads in Library
1894520370802455,Governo do Brasil,Secretaria Especial de Comunicação Social -Governo do Brasil,10630,11
101230328792183,Portal Concursos & OAB,PORTAL CURSOS PREPARATORIOS E OAB LTDA,6333,218
425350744240843,Comitê Internacional da Cruz Vermelha,Comitê Internacional da Cruz Vermelha,5377,91
159103797542,Greenpeace Brasil,Greenpeace Brasil,4861,161
196452727048562,Governo do Rio Grande do Sul,SECRETARIA DE COMUNICAÇÃO,3675,2
118558464851986,ACTbr,ACTbr,3505,9
113507215403008,Câmara Municipal de São Paulo,Câmara Municipal de São Paulo,2861,10
157912844276400,Governo da Bahia,Governo da Bahia,2790,55
101189854802059,Revista Oeste,Revista Oeste,2715,34
1549054225424161,Eduardo Moreira,Instituto Conhecimento Liberta,2683,49
333720355130,Petrobras,Petrobras,2511,9
255804437808407,Vale,Vale,2478,2
1594613884123934,IDIB,INSTITUTO DE DESENVOLVIMENTO INSTITUCIONAL BRASILEIRO - IDIB,2441,6
102773638649611,Bruno Pereira,These ads ran without a disclaimer,2395,19
301774903545521,Brasil Paralelo,Brasil Paralelo,2172,86
316828035004008,Tribunal Superior Eleitoral (TSE),Tribunal Superior Eleitoral (TSE),1917,7
534805630341699,Idecan Oficial,"INSTITUTO DE DESENVOLVIMENTO EDUCACIONAL, CULTURAL E ASSISTENCIAL NACIONAL",1728,22
141627992572943,Budweiser,Ambev,1524,4
175804982467404,Safernet Brasil,Safernet Brasil pago com créditos de anúncio do Facebook,1418,3
111498884648739,Instituto Cultural Vale,Instituto Cultural Vale,1394,2
110190561574954,Inst. Conhecimento Liberta,Instituto Conhecimento Liberta,1353,72
250305668489402,Professor Kenny,These ads ran without a disclaimer,1325,10
508695495823045,Assembleia Legislativa do Maranhão,Assembleia Legislativa do Maranhão,1234,1
329948620416635,Marcelo Cid Heráclito Queiroz,Marcelo Cid Heráclito Queiroz,1119,6
330379553673497,Oxfam Brasil,Oxfam Brasil,1096,85
