Page ID,Page name,Disclaimer,Amount spent (IDR),Number of ads in Library
23383061178,Prabowo Subianto,indonesia Adil makmur,16894489,8
101350709331663,G24News.tv,Yayasan Golkar Institut SPKP,13529585,160
320858334728047,Partai Solidaritas Indonesia,Partai Solidaritas Indonesia,12213324,11
256838011014355,Partai Gerakan Indonesia Raya (Gerindra),Partai Gerindra,5761243,1
104054595928021,Bakti Untuk Rakyat,Bakti Untuk Rakyat,5335260,38
92828041744,Sandiaga Salahuddin Uno,Sandiaga Salahuddin Uno,5139795,6
102712985995817,Sobat Airlangga Hartarto,Sobat Airlangga Hartarto,3676774,32
102793242742002,Jaksapedia,JAKSAPEDIA,3585370,34
111580301790421,Cak Fauzi JATIM,Cak Fauzi Jatim,2273982,30
103817945830465,Sobat Dito,Sobat Dito,1969908,16
417497171919243,Pesona Indonesia,Pesona Indonesia,1935101,1
101971245965029,Siap Kawal Polri,Kawal Polri,1835794,34
105818752347206,Teman Airlangga Hartarto,Teman Airlangga Hartarto,1594584,20
107451398732660,Teman Dito,Teman Dito,1533919,16
333711983956998,Erwin Aksa,Yayasan Golkar Institute SPKP,1288981,22
197545083607941,Harian Kompas,Harian Kompas,954889,43
144214102401186,Maman Abdurrahman,Maman Abdurrahman,892971,5
1419236281714929,Andrei Angouw,Bryan Sumilat,701544,6
882638978454921,Raja Juli Antoni,Raja Juli Antoni,669215,2
104830667806476,Melihat Indonesia,Melihat Indonesia,653026,55
111864151754055,Esensi TV,Esensi Tv,581959,13
143840239716746,Indozone.id,PT. INDOZONE MEDIA INDONESIA,562131,7
39253583478,PDI Perjuangan,Muhammad Miftakhunnaim,407699,5
1408188616062841,Sofitel Bali Nusa Dua,Sofitel Bali Nusa Dua Beach Resort,390545,2
101403669397488,Nikmatul Sugiyarto,Juniar Dwi Harianto,388960,21
100219608332683,아모레퍼시픽 Amorepacific,These ads ran without a disclaimer,345975,1
102176125918052,Sahabat Jane,Sahabat Jane,317416,6
173996829810061,Ryan Fahrichsan Kono,"Ryan Fahrichsan Kono, B.Com",294833,4
101760624522103,DPP Banteng Muda Indonesia,Farid Wahyudi,267418,17
