Location name,Amount spent (TWD)
Changhua,7557
Chiayi,1684
Hsinchu,5647
Hsinchu City,5723
Hualien,2508
Kaohsiung,27496
Keelung City,3001
Kinmen,559
Lienchiang,≤100
Miaoli,3721
Nantou,2942
New Taipei City,40641
Penghu,966
Pingtung,6292
Taichung,26362
Tainan,16600
Taipei,31221
Taitung,1495
Taoyuan City,25408
Unknown,3111
Yilan,2686
Yunlin,4169
