Page ID,Page name,Disclaimer,Amount spent (AUD),Number of ads in Library
9480502970,Greenpeace Australia Pacific,Greenpeace Australia Pacific,5000,257
532962446729390,Australian Families,Department of Social Services,3856,49
299753643444311,AEC,Australian Electoral Commission,3015,28
119271104477423,Essential Medicine Shortages,The Pharmacy Guild of Australia,2655,16
101589645013040,Thrive by Five,Thrive By Five,2624,21
104180525925926,Fair Australia,Advance Australia,2605,14
161983380481806,Heart Foundation,These ads ran without a disclaimer,2590,8
112133637214684,Doctors Without Borders / Médecins Sans Frontières (MSF),Médecins Sans Frontières Australia,2442,22
117241141903,Barnardos Australia,Barnardos Australia,2284,33
514475628623089,Our Watch,Our Watch,2000,2
10113538711,WWF-Australia,WWF-Australia,1983,26
494820897261439,Bank Australia,Bank Australia,1677,52
495731404149305,Koffels Solicitors & Barristers,Koffels Solicitors and Barristers,1292,14
1776727752614025,Glencore,Glencore Australia,1253,12
352953834815624,Jason Wood MP,Jason Wood MP,1248,20
376006035816016,Storyworth,These ads ran without a disclaimer,1199,8
845410525497100,Launch Housing,Launch Housing,1165,64
160054227468,World Vision Australia,World Vision Australia,1158,17
106348682400630,Nova - AI Chatbot,These ads ran without a disclaimer,966,5
165242077409311,Australian Automobile Association,Australian Automobile Association,918,7
666041500505740,IBAC Victoria's Independent Broad-based Anti-corruption Commission,IBAC,850,2
100542623037993,New Zealand Labour Party in Australia,NZ Parliamentary Service on behalf of New Zealand Labour Party,697,2
108695110952294,Greens MPs,Greens MPs,655,12
118601381509264,Public Transport Victoria,Public Transport Victoria,606,2
182564410468,Australia for UNHCR,Australia for UNHCR,578,63
290700654767295,The Chamber of Minerals and Energy of Western Australia - CMEWA,The Chamber of Minerals and Energy of Western Australia,551,18
89794331215,Oxfam,Oxfam Australia,531,67
195538532456,UNICEF Australia,UNICEF Australia,491,23
200480966638039,Supremacy 1914,These ads ran without a disclaimer,450,2
102329728050606,Yes23,Yes23,433,11
798754616870434,Libby Coker MP,Libby Coker MP,432,6
102292348146435,The Uluru Statement from the Heart,"Indigenous Law Centre, UNSW",422,2
424864151385105,Gavin Pearce MP,Gavin Pearce MP,414,2
157481181070130,Indigenous Employment Australia,Indigenous Employment Australia,396,119
162107547181406,LNP - Liberal National Party,Liberal National Party of Queensland,389,8
149648047339,Save the Children Australia,Save the Children Australia,388,25
100492139310916,Australian Assange Campaign,Australian Assange Campaign,369,3
14193666340,Australian Conservation Foundation,Australian Conservation Foundation,340,11
8422338499,The Wilderness Society,The Wilderness Society,330,56
332509390785960,Angie Bell MP,Angie Bell MP,322,1
13372108263,The Smith Family,These ads ran without a disclaimer,320,4
1670517743250253,Save the Daintree Rainforest,Rainforest 4 Foundation Ltd,302,3
341910905847062,Asylum Seeker Resource Centre (ASRC),Asylum Seeker Resource Centre (ASRC),296,7
10852627380,World Animal Protection Australia,World Animal Protection Australia,289,12
1414406035466037,Jeremy Rockliff,Jeremy Rockliff,285,4
1845447639031005,Mayor Bradburn,These ads ran without a disclaimer,282,2
125812604095801,Invasive Species Council,Invasive Species Council,279,178
135933556447881,Australian Republic Movement,Australian Republic Movement,261,4
54879226285,Teach For Australia,Teach For Australia,253,26
157812980921536,Environmental Defenders Office,Environmental Defenders Office,252,44
22746335927,Bob Brown Foundation,Bob Brown Foundation,249,2
106791108597531,Future of Local Government Review - Tasmanian Government,Department of Premier and Cabinet,247,2
150531471706491,Tasmanian Electoral Commission,Tasmanian Electoral Commission,246,1
694832627392516,Prime Super,Prime Super,226,107
1766598643576242,Place Score,PLACESCORE,225,52
