Location name,Amount spent (JPY)
Aichi Prefecture,109120
Akita Prefecture,2337
Aomori Prefecture,1584
Chiba Prefecture,16285
Ehime Prefecture,2480
Fukui Prefecture,2173
Fukuoka Prefecture,35076
Fukushima Prefecture,3054
Gifu Prefecture,4168
Gunma Prefecture,3514
Hiroshima Prefecture,5513
Hokkaido,9807
Hyōgo Prefecture,15776
Ibaraki Prefecture,5949
Ishikawa Prefecture,3428
Iwate Prefecture,1964
Kagawa Prefecture,2256
Kagoshima Prefecture,2421
Kanagawa Prefecture,35264
Kumamoto Prefecture,4064
Kyoto Prefecture,9524
Kōchi Prefecture,1311
Mie Prefecture,3848
Miyagi Prefecture,11116
Miyazaki Prefecture,2189
Nagano Prefecture,4806
Nagasaki Prefecture,8151
Nara Prefecture,3643
Niigata Prefecture,4640
Okayama Prefecture,5575
Okinawa Prefecture,6699
Osaka Prefecture,28233
Saga Prefecture,3724
Saitama Prefecture,15352
Shiga Prefecture,3368
Shimane Prefecture,1901
Shizuoka Prefecture,8320
Tochigi Prefecture,3899
Tokushima Prefecture,1420
Tokyo,82480
Tottori Prefecture,891
Toyama Prefecture,2289
Unknown,≤100
Wakayama Prefecture,2194
Yamagata Prefecture,2078
Yamaguchi Prefecture,2821
Yamanashi Prefecture,1760
Ōita Prefecture,3274
