Page ID,Page name,Disclaimer,Amount spent (SLL),Number of ads in Library
338109312883186,China Xinhua News,These ads ran without a disclaimer,10000,1
112757083778788,"Economic Daily, China",These ads ran without a disclaimer,≤100,1
106122568841080,MakandaL,These ads ran without a disclaimer,≤100,1
137704262972584,MobiHealthNews,These ads ran without a disclaimer,≤100,1
500259383489171,Guidable,These ads ran without a disclaimer,≤100,1
