Page ID,Page name,Disclaimer,Amount spent (CLP),Number of ads in Library
104189318481439,Minería y Futuro,Mineria y Futuro,166267,21
1548643738480723,Asistencia Deudores,Asistencia Deudores,163210,10
105783868682878,Asistencia Tesorería,Asistencia Tesoreria,157827,9
580663538777736,Consejo Minero,Feedback Comunicaciones,134865,4
105798328215264,Asistencia Familia,Asistencia Familia,81491,2
78239901502,Diario Financiero,Grupo DF,49938,11
386634201382499,Marco Enriquez-Ominami,Marco Antonio Enríquez-Ominami Gumucio,44623,2
756450494522524,Andrés Jouannet Diputado,Andrés Alfonso Jouannet Valderrama,41360,5
103527991214141,Cero DICOM,Cero Dicom,35012,8
78617029137,Greenpeace Chile,Fundación Greenpeace Pacífico Sur,30033,1
246478779511291,Lex Grupo Abogados,Lex Grupo Abogados,30000,1
558224964238853,Anglo American,Anglo American,25813,1
112089607203762,Consejo del Salmón,Consejo del Salmón,24162,10
130550720303550,DuocUC,Duoc UC,22467,1
293103284121826,Fundación Para el Progreso,Fundación Para el Progreso,22314,8
103030962615298,Chile YAAC,Chile YAAC,18926,6
184559421980613,Vlado Mirosevic Diputado,Vlado Mirosevic Verdugo,17992,2
429657563782175,Vlado Mirosevic Verdugo,Vlado Mirosevic Verdugo,15717,2
116346351346835,Valeria Cárcamo Vidal,Valeria Angélica Cárcamo Vidal,14716,4
26929188652,El Observatodo,MiVoz.cl,14707,28
930597163645465,Muni Colina,Muni Colina,14135,1
1843354599272180,Américo Guajardo Oyarce - Alcalde de Río Claro,Américo Gustavo Guajardo Oyarce,10000,1
1436530563295625,El Líbero,Sociedad Periodística El Líbero S.A,9954,1
855311658006240,Jorge Díaz Ibarra,Jorge Elias Gregorio Diaz Ibarra,7269,1
435283973477326,DER Ediciones,These ads ran without a disclaimer,6952,2
761606963919174,Somos Aclara,Somos Aclara,6106,5
228557190541436,BancoEstado,These ads ran without a disclaimer,5872,2
113540781539326,Workmed,Workmed,5425,5
248421278648620,Mario Vilches Alcaíno,Mario Vilches Alcaíno,5165,1
1575217122560418,Juan Ramón Godoy,Juan Ramón Godoy,5052,1
105216102185508,Cvr_abogados,Cvr_abogados,4964,1
296788774501964,Cote Rebolledo CM,These ads ran without a disclaimer,4894,1
104684192398328,Francisco Corral Macías,Gerard Henri Joffre Pavez,4804,3
145925692108470,Educación Continua UC Temuco,UNIVERSIDAD CATÓLICA DE TEMUCO,4749,2
300345197052910,Pablo Gutierrez Core,Germán Antonio Sepúlveda Mellado,4367,3
214215822426016,Punto Prensa,Punto Prensa SPA,4353,1
194708347256755,Puranoticia.cl,Puranoticia.cl,4333,1
100645555080281,Academia Nacional de Litigación,Academia Nacional de Litigación,4028,1
103087261729997,Camila Avilés Barraza,Camila Avilés Barraza,3969,6
266574477169217,Ciudadano Videla Diputado,Elias Vaca Sanchez,3832,1
358940384476087,Patricio Pinilla Valencia,Patricio Alfonso Pinilla Valencia,3309,1
102440186127973,loncoche_compost,These ads ran without a disclaimer,3042,1
226593947367922,Cultiva,Cultiva,2952,1
110405624650830,Chile En La Encrucijada,Juan Antonio Montes Varas,2932,2
212672485793114,Frank Sauerbaum,Frank Carlos Sauerbaum Muñoz,2868,1
391942677830037,Henry Leal Bizama,Henry Leal Bizama,2758,1
2028717237144383,ÉCCOLE CL,These ads ran without a disclaimer,2705,1
101443865184651,Marianella Benavides Concejala Los Andes,Lidia Marianella Benavides Cardenas,2622,1
115046015881560,Alcalde Marcos Morales Ureta,Marcos Antonio Morales Ureta,2534,1
103348111073589,Chile No Te Quemes,These ads ran without a disclaimer,2482,1
103866015917333,KM Abogada,These ads ran without a disclaimer,2420,2
104817242476208,Raku Consultores,"Sociedad De Asesorías, Consultorías y Capacitaciones RAKU SpA",2311,1
