Location name,Amount spent (TRY)
Adana Province,1593
Adıyaman Province,250
Afyonkarahisar Province,518
Aksaray Province,330
Amasya Province,221
Ankara Province,3943
Antalya Province,2832
Ardahan Province,≤100
Artvin Province,144
Aydın Province,1437
Ağrı Province,115
Balıkesir Province,1030
Bartın Province,139
Batman Province,267
Bayburt Province,≤100
Bilecik Province,141
Bingöl Province,≤100
Bitlis Province,≤100
Bolu Province,241
Burdur Province,188
Bursa Province,2550
Denizli Province,843
Diyarbakır Province,514
Düzce Province,291
Edirne Province,238
Elazığ Province,260
Erzincan Province,117
Erzurum Province,306
Eskişehir Province,807
Gaziantep Province,1295
Giresun Province,406
Gümüşhane Province,≤100
Hakkâri Province,≤100
Hatay Province,1362
Isparta Province,350
Istanbul Province,16521
Iğdır Province,≤100
Kahramanmaraş Province,743
Karabük Province,187
Karaman Province,184
Kars Province,≤100
Kastamonu Province,219
Kayseri Province,1008
Kilis Province,104
Kocaeli Province,1452
Konya Province,1984
Kütahya Province,377
Kırklareli Province,288
Kırıkkale Province,320
Kırşehir Province,159
Malatya Province,378
Manisa Province,981
Mardin Province,336
Mersin Province,1610
Muğla Province,674
Muş Province,≤100
Nevşehir Province,172
Niğde Province,207
Ordu Province,591
Osmaniye Province,378
Rize Province,266
Sakarya Province,479
Samsun Province,1350
Siirt Province,≤100
Sinop Province,141
Sivas Province,294
Tekirdağ Province,754
Tokat Province,429
Trabzon Province,586
Tunceli Province,≤100
Unknown,≤100
Uşak Province,321
Van Province,270
Yalova Province,172
Yozgat Province,204
Zonguldak Province,1426
Çanakkale Province,489
Çankırı Province,≤100
Çorum Province,336
İzmir Province,3118
Şanlıurfa Province,642
Şırnak Province,149
