Location name,Amount spent (TWD)
Changhua,5600
Chiayi,1089
Hsinchu,2581
Hsinchu City,5096
Hualien,1906
Kaohsiung,18280
Keelung City,2153
Kinmen,329
Lienchiang,≤100
Miaoli,2747
Nantou,1990
New Taipei City,29675
Penghu,754
Pingtung,4167
Taichung,20166
Tainan,11390
Taipei,26913
Taitung,1294
Taoyuan City,17721
Unknown,2160
Yilan,1890
Yunlin,3069
