Page ID,Page name,Disclaimer,Amount spent (BBD),Number of ads in Library
174806462881204,Medical News,These ads ran without a disclaimer,≤100,2
23596074088,Dazed and Confused Magazine,These ads ran without a disclaimer,≤100,9
106614631788380,Kitco Mining,These ads ran without a disclaimer,≤100,1
