Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,2315
Bicol Region,13237
Cagayan Valley,6929
Calabarzon,46051
Caraga,5109
Central Luzon,32036
Central Visayas,16075
Cordillera Administrative Region,3938
Davao Region,9993
Eastern Visayas,8878
Ilocos Region,13452
Metro Manila,67952
Mimaropa,5537
Northern Mindanao,11221
Soccsksargen,8290
Unknown,≤100
Western Visayas,18878
Zamboanga Peninsula,5639
