Location name,Amount spent (AUD)
Australian Capital Territory,1062
Jervis Bay Territory,≤100
New South Wales,14353
Northern Territory,534
Queensland,13155
South Australia,4461
Tasmania,1414
Unknown,≤100
Victoria,14733
Western Australia,7816
