Location name,Amount spent (EUR)
Andalusia,2800
Aragón,392
Balearic Islands,618
Cantabria,235
Castilla y Leon,620
Castilla-La Mancha,634
Cataluña,4304
Comunidad Valenciana,1903
Comunidad de Madrid,2660
Extremadura,435
Galicia,790
Islas Canarias,1062
La Rioja,106
Navarra,231
País Vasco,1132
Principality of Asturias,372
Region of Murcia,434
Unknown,≤100
