Page ID,Page name,Disclaimer,Amount spent (CRC),Number of ads in Library
117702158266385,Antonio Álvarez Desanti,Antonio Alvarez Desanti,6301,9
1540070352761579,Leslye Bojorges,Leslye Ruben Bojorges Leon,4306,2
265843867173714,La Revista,La Revista,3906,4
102851155670931,mUEve,mUEve,3475,1
399929296730642,Consejo Nacional de Cooperativas,Jonathan Ureña Vargas,2217,2
10423517786,Harvard Business Review,These ads ran without a disclaimer,1165,1
101128242614247,Dr. Rodolfo Brenes Vargas,Rodolfo Brenes Vargas,1108,1
109536051432220,Olga Morera - Diputada,Olga Morera Arrieta,1108,1
502665456448329,Federico Barolin,These ads ran without a disclaimer,≤100,1
285530825204,Klitschko,These ads ran without a disclaimer,≤100,2
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,≤100,1
152914224736727,Banco Mundial,These ads ran without a disclaimer,≤100,2
103193692690093,Green Feed,These ads ran without a disclaimer,≤100,1
156788224389897,University of Toronto Scarborough (UTSC),These ads ran without a disclaimer,≤100,1
