Location name,Amount spent (CZK)
Central Bohemian Region,26912
Hradec Králové Region,10848
Karlovy Vary Region,5389
Liberec Region,8672
Moravian-Silesian Region,22064
Olomouc Region,12419
Pardubice Region,9880
Plzeň Region,12986
Prague,71269
South Bohemian Region,12635
South Moravian Region,32996
Unknown,≤100
Vysočina Region,8595
Zlín Region,10902
Ústí nad Labem Region,15475
