Location name,Amount spent (AUD)
Australian Capital Territory,1252
Jervis Bay Territory,≤100
New South Wales,59696
Northern Territory,478
Queensland,11661
South Australia,4230
Tasmania,1487
Unknown,≤100
Victoria,11638
Western Australia,5319
