Page ID,Page name,Disclaimer,Amount spent (VEF),Number of ads in Library
564188034075673,Roberto Enriquez,an advertiser in Venezuela,47750000,2
645406838886541,Freddy Superlano,an advertiser in Venezuela,7000000,1
108231808784479,Venecomenta,an advertiser in Venezuela,5250000,9
11449543593,Carlos Ocariz,an advertiser in Venezuela,5000000,7
106297255064534,Julio Fuenmayor,an advertiser in Venezuela,5000000,2
1382843902038454,Jony Rahal Oficial,an advertiser in Venezuela,4500000,11
150129451747062,Fundarte Alcaldia,an advertiser in Venezuela,2047488,1
596206767151427,Julio Borges,an advertiser in Venezuela,1569991,4
559836910796201,Alcaldía de Valencia,an advertiser in Venezuela,1262493,1
568134956712968,Orlando Chacón,an advertiser in Venezuela,1000000,1
102909028767557,Nabil Maalouf,an advertiser in Venezuela,204999,2
105311938353424,Trading Legend รวยรวยรวย - 37Games,These ads ran without a disclaimer,≤100,2
105494315161744,talkdiplomacy,These ads ran without a disclaimer,≤100,1
105885549169547,Kanazawa - WebNovel,These ads ran without a disclaimer,≤100,1
19746387261,Humane Society International,These ads ran without a disclaimer,≤100,2
108091988358295,Travels All Abroad,These ads ran without a disclaimer,≤100,1
103848039309631,chepeelcaballito,These ads ran without a disclaimer,≤100,1
