Location name,Amount spent (CHF)
Aargau,211
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,180
Basel-Landschaft,≤100
Bern,343
Canton of Geneva,311
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,164
Fribourg,190
Graubünden,≤100
Jura,≤100
Luzern,148
Neuchâtel,≤100
Schaffhausen,≤100
Schwyz,≤100
Solothurn,106
Thurgau,≤100
Ticino,121
Unknown,≤100
Uri,≤100
Valais,195
Vaud,391
Zug,≤100
Zürich,960
