Page ID,Page name,Disclaimer,Amount spent (IDR),Number of ads in Library
101350709331663,G24News.tv,Yayasan Golkar Institut SPKP,18609441,230
102712985995817,Sobat Airlangga Hartarto,Aditia Ramdani,5270700,76
333711983956998,Erwin Aksa,Yayasan Golkar Institute SPKP,4090572,12
164882486874333,antaranews.com,antaranews.com,3912669,9
110090765246136,Yanti Airlangga,Yayasan Golkar Institute SPKP,3122212,9
105818752347206,Teman Airlangga Hartarto,Aditia Ramdani,3009908,30
105124862343150,G24 Golkar Jateng,Yayasan Golkar Institut SPKP,1887708,7
197545083607941,Harian Kompas,Harian Kompas,1618583,25
614375262100876,Partai Nasdem,Naila Saadah,1377744,1
143840239716746,Indozone.id,PT. INDOZONE MEDIA INDONESIA,1041497,10
102122622640795,Catatan Menko Airlangga,Yayasan Golkar Institut,1039925,3
110533431433182,sahabatreglow,These ads ran without a disclaimer,846660,28
102099256044892,G24 Golkar DKI,Yayasan Golkar Institute SPKP,793195,38
108308008686834,G24 Golkar Jabar,Yayasan Golkar Institut SPKP,778846,3
106659018854198,G24 Golkar Jatim,Yayasan Golkar Institut SPKP,601322,3
101601538648991,Gerindra Lampung Official,"Asroni Paslah, S.Pd",529962,4
320858334728047,Partai Solidaritas Indonesia,Partai Solidaritas Indonesia,508508,8
101960622677350,E-KTA Partai Golkar,Yayasan Golkar Institute SPKP,499157,7
106245875573990,G24 Golkar Kepulauan Riau,Yayasan Golkar Institut SPKP,493676,15
107087892161368,G24 Golkar Sulut,Yayasan Golkar Institute SPKP,466598,7
756567881057213,Airlangga Hartarto,Airlangga Hartarto,399457,12
102060486500863,The Jakarta Post,PT. Bina Media Tenggara,374421,5
1408188616062841,Sofitel Bali Nusa Dua,Sofitel Bali Nusa Dua Beach Resort,349830,2
104317482149268,DPRD Provinsi Jawa Timur,Dinni Anggraeni,347264,11
105621692292591,G24 Golkar Sulsel,Yayasan Golkar Institut SPKP,310840,3
109421458610554,G24 Golkar Riau,Yayasan Golkar Institute SPKP,308072,5
204862942932993,Nikkei Asia,These ads ran without a disclaimer,307638,3
105308715676825,Filosofi Indonesia,Ganjar Nusantara Indonesia,297953,3
68793499001,UNICEF,UNICEF with Facebook Ad Credits,283166,3
101389706093580,G24 Golkar Lampung,Yayasan Golkar Institute SPKP,260789,4
103642302499894,Reglow Skincare BPOM,These ads ran without a disclaimer,258944,20
102766839263043,G24 Golkar Kaltim,Yayasan Golkar Institut SPKP,252909,8
107965558190911,Bansos by DTKS,Mirza Eko Purwanto,252706,1
106074385580593,G24 Golkar Banten,Yayasan Golkar Institut SPKP,243697,5
103421759149899,Geocorner Indonesia,Geocorner,237667,5
102551632634848,G24 Golkar Papua,Yayasan Golkar Institute SPKP,237254,9
881479241974156,Google,These ads ran without a disclaimer,237072,2
109614491898151,G24 Golkar NTT,Yayasan Golkar Institut SPKP,226457,3
107486961571533,Kavi Gupta Gallery,These ads ran without a disclaimer,225117,1
106559844743969,kumparanplus,PT. Dynamo Media Network,220169,1
202555993805088,Caption,Ganjar Nusantara Indonesia,204275,3
110865154735990,Koran Harian Tanah Air,Muhammad Miftakhunnaim,200569,22
101760624522103,DPP Banteng Muda Indonesia,Farid Wahyudi,197407,13
105351238986805,G24 Golkar Sumut,Yayasan Golkar Institut SPKP,181537,2
105567345649477,G24 Golkar Sumsel,Yayasan Golkar Institut SPKP,173746,2
110608611801801,G24 Golkar Malut,Yayasan Golkar Institut SPKP,173246,6
100395159482292,Bizhare Securities Crowdfunding,These ads ran without a disclaimer,172020,1
100738338510838,Bangkitlah Indonesia,Iwan Hardiansyah,162544,20
102331445974678,G24 Golkar Kalbar,Yayasan Golkar Institut SPKP,161500,3
338740510222539,"Rohmat Marzuki, S.Hut - Sarjana Kehutanan Mbangun Deso",Rohmat Marzuki,159934,4
104622532469179,Populis,Aditia Ramdani,156807,24
100602629497814,G24 Golkar Maluku,Yayasan Golkar Institut SPKP,154730,6
102273039070802,Info Terkini,Muhammad Miftakhunnaim,153311,16
101428652793656,Readktif,Aditia Ramdani,150935,24
107242742146137,G24 Golkar Babel,Yayasan Golkar Institute SPKP,150309,23
106883058905796,Tanda Seru,Aditia Ramdani,149172,24
103778105764269,Rangkuman madiun raya,Ganjar Nusantara Indonesia,147100,4
173776079818775,Saiful Mujani,Saidiman,135018,1
103117879108618,Jatim Untuk Ganjar,Ganjar Nusantara Indonesia,132562,4
103292932453775,GP Tapal Kuda,Ganjar Nusantara Indonesia,129079,4
166178460072395,اليونيسف بالعربية - UNICEF in Arabic,اليونيسف باستخدام اعتمادات الإعلان على الفيسبوك,127110,2
103110502426027,Jatim Dukung Ganjar,Ganjar Nusantara Indonesia,124477,4
111431385073299,G24 Golkar Bengkulu,Yayasan Golkar Institute SPKP,120833,7
105078775340816,Satuan Tugas UU Cipta Kerja,Satuan Tugas UU Cipta Kerja,116772,3
101396779210463,Rumah Kita Jatim,Ganjar Nusantara Indonesia,115978,4
103610389181419,G24 Golkar Jambi,Yayasan Golkar Institut SPKP,112358,5
101338198587608,Indonesia Luar Biasa,Ganjar Nusantara Indonesia,111787,3
113058461386521,Mercusuar Indonesia,Ganjar Nusantara Indonesia,109176,3
100226362848619,G24 Golkar Kalsel,Golkar Institute SPKP,109088,7
109279438511538,keceproperty,These ads ran without a disclaimer,108866,1
108368611961682,Pusat mojokerto,Ganjar Nusantara Indonesia,103372,3
