Location name,Amount spent (CAD)
Alberta,2949
British Columbia,8640
Manitoba,2132
New Brunswick,1070
Newfoundland and Labrador,312
Northwest Territories,≤100
Nova Scotia,1233
Nunavut,≤100
Ontario,14695
Prince Edward Island,105
Quebec,9452
Saskatchewan,1277
Unknown,≤100
Yukon,126
