Location name,Amount spent (AUD)
Australian Capital Territory,1749
Jervis Bay Territory,≤100
New South Wales,17330
Northern Territory,506
Queensland,10643
South Australia,3413
Tasmania,951
Unknown,≤100
Victoria,11945
Western Australia,5964
