Location name,Amount spent (CLP)
Antofagasta Region,80283
Araucanía Region,86880
Arica y Parinacota Region,22836
Atacama Region,25777
Aysén Region,11925
Bío Bío Region,204839
Coquimbo Region,104851
Los Lagos Region,100876
Los Ríos Region,32572
Magallanes y la Antártica Chilena Region,17144
Maule Region,99165
O'Higgins Region,102767
Santiago Metropolitan Region,1023533
Tarapacá Region,33505
Unknown,≤100
Valparaíso Region,194599
