Location name,Amount spent (CAD)
Alberta,10194
British Columbia,16415
Manitoba,2271
New Brunswick,1212
Newfoundland and Labrador,347
Northwest Territories,≤100
Nova Scotia,1188
Nunavut,≤100
Ontario,22436
Prince Edward Island,141
Quebec,10906
Saskatchewan,1812
Unknown,≤100
Yukon,158
