Page ID,Page name,Disclaimer,Amount spent (RON),Number of ads in Library
990747367737692,Cătălin Drulă,Uniunea Salvați România,12925,6
1395939193764858,Marcel Ciolacu,Partidul Social Democrat,3042,16
275621429636078,Fără Penali în Funcții Publice,Fără Penali în Funcții Publice,1942,1
122074554119,EU Social,EU Social,1643,8
178362315106,European Parliament,European Parliament,1057,8
444661942362092,USR Sector 4,USR Sector 4,602,3
163943696987223,Ziarul Puterea,Ziarul Puterea,565,23
321890494859228,Vlad Gheorghe,Vlad Gheorghe,399,12
108801900624850,Cojocaru Petru Bogdan,Partidul Social Democrat,355,7
107029625474765,Nicușor Halici,PSD Vrancea,329,3
103445844473825,Alianța pentru Unirea Românilor - AUR,Partidul Alianta pentru Unirea Romanilor,309,1
2198626830213297,Reporter24.INFO,Reporter24.INFO,292,2
180808795707557,Soldan George,Partidul Social Democrat,263,4
103608188903509,Cosmin Petrescu,PNL Arges,255,2
1043011275746191,USR Botoșani,USR Botoșani,233,2
108295090637741,ASAP România,Fundatia The Institute,232,4
149371012371397,Newsweek Romania,Newsweek Romania,228,4
541786549285013,Saint-Gobain,Saint-Gobain,221,12
104477911460614,Adrian Giurgiu,Adrian Giurgiu,219,7
731035500293728,Siegfried Muresan,Siegfried Muresan,193,1
114319753592403,AFACERI.news,Trend Communication,172,4
104369154745548,Diana Stoica,Diana Stoica,166,4
117148208094222,RomGaz LTD,These ads ran without a disclaimer,164,1
284273938433178,Gold Fit Training Center,These ads ran without a disclaimer,161,1
101971268361738,Andrei Miftode,Cabinet Parlamentar Marius Andrei Miftode,155,11
314121698626112,Stiri Nationale - Ziarul tau de azi,Stiri Nationale - Ziarul tau de azi,152,1
360828814115641,Asociatia Slujire Crestina,Asociatia Slujire Crestina,152,1
104567525917114,Vasile NAGY,Vasile NAGY,140,2
104417752138292,Claudiu Târziu,Claudiu Târziu,131,2
620083298402659,Bogdan Trif,Bogdan Trif,130,1
106098884636145,ADI Deșeuri Bistrița-Năsăud,ADI Deseuri Bistrita-Nasaud,128,3
146599018696771,NATO,NATO,128,1
102106432515274,Partidul Patriotilor,Partidul Patriotilor,125,1
2546711162025064,Politice.net,politice.net,115,1
103665834552095,Raluca Curelariu,Raluca Curelariu,115,1
101254968456255,Călin Gheorghe Maties-senator,Călin Gheorghe Maties-senator,112,2
107126744527532,Farcaș Mihai-Dan,FARCAS MIHAI DAN,108,3
321896004518929,Ioan Mang,Ioan Mang,108,3
1140510482748359,USR Buzău,Partidul Uniunea Salvați România - Buzău,105,1
100652609752169,Proiect PROeducatie,Webshake SRL,103,4
348610102203573,Radu Miruţă,Radu Miruţă,101,2
112130176975380,Radu Ghidău,Radu Ghidău,≤100,1
988607871174850,Grupul de Investigatii Politice,Grupul de Investigatii Politice,≤100,1
103476525982688,USR Ploiești,USR Prahova,≤100,1
220579784732993,Daniel Buda,Daniel Buda,≤100,4
341037705981172,Humanitas,Humanitas,≤100,2
508572592666785,Alin Drăgulin,Alin Drăgulin,≤100,5
527351247377965,European Committee of the Regions,European Committee of the Regions,≤100,12
1876727935882404,Bogdan Bola,Bogdan Bola,≤100,1
107236228539491,Ion Belu,Ion Belu,≤100,6
160699447395598,Saptamana in Oltenia,Saptamana in Oltenia,≤100,1
104807305974858,Adrian Păduraru,Adrian Păduraru,≤100,1
799949990211564,Ioana Ramona Bruynseels,Ioana Ramona Bruynseels,≤100,2
1469610256621123,PNL Dambovita,PNL Dambovita,≤100,7
103742842531634,Agentiadeinformatii.ro,AgentiadeInformatii.ro,≤100,15
181221645364365,Carmen Avram,Carmen Avram,≤100,2
557284874779877,Mihai Coteț,Mihai Cotet,≤100,2
104289124691945,Cosmin Mihai Popescu,Cosmin Mihai Popescu,≤100,3
808773709245245,Nicolae Giugea,Nicolae Giugea,≤100,1
110583568433497,Partidul Umanist Social Liberal PUSL Filiala Galați,Digital Fairy Studio SRL,≤100,4
1656475137918717,USR Sector 6,Uniunea Salvati Romania Filiala Sector 6,≤100,1
105522854133423,Radu Panait,Radu Panait,≤100,1
101340741758468,Radu Pescar,Radu Pescar,≤100,5
2443020582586584,Romania Eficienta,Romania Eficienta,≤100,5
104143560936377,Irineu Darău,Birou Parlamentar Ambrozie-Irineu Darău,≤100,7
110401986983638,Daniel Blaga,Daniel Blaga,≤100,2
114485501263050,George Lazăr,PNL Neamț,≤100,3
174434106304018,USR Galați,USR Galați,≤100,5
101462959574536,Agrocentrala,Agrocentrala,≤100,8
110857777744699,Andrei Cazacu,Andrei Cazacu,≤100,2
697451833786949,Mihai Polițeanu,Mihai Polițeanu,≤100,1
827831393930594,Alin Ignat,Alin Ignat,≤100,1
747983061916032,Átlátszó Erdély,Átlátszó Erdély,≤100,5
106520174672768,Cosmin Tabără,Cosmin Tabără,≤100,1
726427574122717,Székelyudvarhely Polgármesteri Hivatala,Székelyudvarhely Polgármesteri Hivatala,≤100,1
1061565310537770,Székelyudvarhelyi RMDSZ,Székelyudvarhelyi RMDSZ,≤100,3
1179862085498279,Panțîru Mihai - USR Berzunți,Panțîru Mihai - USR Berzunți,≤100,2
360184320712594,Raluca Turcan,Partidul Naţional Liberal,≤100,6
187632491860732,Sebastian Cernic,Sebastian Cernic,≤100,1
100984538456634,Florin Barbu,Florin Barbu,≤100,1
1145522045624751,Filip Havarneanu,Filip Havarneanu,≤100,2
1035965773083960,Chelaru Florin,Chelaru Florin,≤100,3
772662992868343,PNL Arges,PNL Arges,≤100,1
1560147330888040,Winkler Gyula,Winkler Gyula,≤100,2
110907250415580,Cristian Simoiu,Cristian Simoiu,≤100,4
1588393841231620,Gursk Medica,These ads ran without a disclaimer,≤100,1
1027173667393990,Lucian Daniel Stanciu Viziteu,Lucian Daniel Stanciu Viziteu,≤100,1
103294104428366,Cezar Dragoescu,Cezar Dragoescu,≤100,1
