Page ID,Page name,Disclaimer,Amount spent (GBP),Number of ads in Library
100771226087265,Susie's Tips,Susie's Tips,26127,49
102639461303190,Fair Pay For All,Fair Pay For All,6546,241
7715002593,UNICEF UK,Unicef UK,5456,29
311627208673,WWF UK,WWF UK,5441,82
7214031395,Oxfam Great Britain,Oxfam Great Britain,4890,59
66188945100,Ben & Jerry's,Ben & Jerry's,4746,8
360322167647280,"Mayor of London, Sadiq Khan",The Greater London Authority,2791,25
110861655604080,Friends of the Earth,Friends of the Earth (EWNI),2370,25
9250349228,Greenpeace UK,Greenpeace UK,1978,36
408582579294175,UK government,UK Government,1973,4
348366988862054,Oxfam Campaigns,Oxfam Great Britain,1908,10
514212165305248,Leigh Day,Leigh Day,1863,31
25749647410,The Labour Party,The Labour Party,1399,790
101602743218479,Stop It Now! UK and Ireland,"Stop It Now! UK and Ireland, The Lucy Faithfull Foundation",1378,20
8807334278,Conservatives,The Conservative Party,1201,14
799576543492660,The Week Junior,The Week Junior,1199,41
107509044383300,Médecins Sans Frontières / Doctors Without Borders (MSF),Médecins Sans Frontières / Doctors Without Borders (MSF),1022,12
569834799727730,National Grid UK,National Grid UK,1021,54
7527864602,WaterAid UK,WaterAid UK,983,71
30540151272,GAY TIMES,GAY TIMES,969,4
18168505158,The Woodland Trust,Woodland Trust,967,32
6233536938,War Child UK,War Child UK,955,4
601388547012748,Ecologi,Ecologi,916,48
841894835830532,Electoral Commission UK,Electoral Commission UK,914,49
401847960644025,Extinction Rebellion UK,Extinction Rebellion,908,128
34044296391,Surfers Against Sewage,Surfers Against Sewage,862,90
139695000173,Good Energy,Good Energy,839,23
35671512696,World Animal Protection UK,World Animal Protection UK,814,41
10677003998,Shelter,Shelter,740,438
121936349543,World Vision UK,World Vision UK,700,63
46074836918,The Trussell Trust,Trussell Trust,658,8
7043497714,Christian Aid,Christian Aid,658,10
353224381469808,ifaw,IFAW,649,24
177855115588808,The Week UK,The Week UK,637,22
365948210785448,Criminal Injuries Helpline,Criminal Injuries Helpline,607,14
109602554296513,Your Funded Energy Solution,Huw John Llewellyn,570,15
13047522725,Crimestoppers,Crimestoppers,561,38
103273814470,SolarAid,SolarAid,561,9
220543443746,International Rescue Committee - UK,International Rescue Committee UK,552,31
40409120801,Refugee Council,Refugee Council,516,10
200480966638039,Supremacy 1914,These ads ran without a disclaimer,516,2
1660600037490738,Guardian Labs,Guardian Labs,512,28
10114144851,NSPCC,NSPCC,508,7
103835971750,Orbis UK,Orbis UK,500,12
47612991154,Dignity in Dying,Dignity in Dying,487,20
117476785190,Save the Children UK,Save the Children UK,482,20
122052607808255,CAGE,CAGE,467,3
101958682650112,ESG UK,Energy Saving Grants,464,68
143837658998810,WWT,Wildfowl and Wetlands Trust,450,8
264444526901270,Human Aid & Advocacy,Human Aid & Advocacy,422,4
208573062515662,Freedom from Torture,Freedom from Torture,414,48
2047806148766050,Animal Equality UK,Animal Equality UK,388,3
195754307110390,Right To Life UK,Right To Life UK,374,17
169042736456594,All Out,All Out,334,12
59367068326,The Ramblers,The Ramblers,324,34
107310464728068,Britain Remade,BRM Futures Limited,318,36
106205865302441,Just Stop Oil,Just Stop Oil,311,25
358706239805,Scope,Scope,295,38
26698813123,British Red Cross,British Red Cross,294,15
274651352565844,Oltco Ltd,Oltco Ltd,282,113
166917856704286,Essex County Council,Essex County Council,281,19
110611872002938,Stop dog attacks on Scotland’s sheep,AZ Advice Limited,279,1
200006375787,38 Degrees,38 Degrees,278,6
805056259512648,Transport for Greater Manchester,Transport for Greater Manchester,273,4
112712550420527,Ekō UK,Ekō,269,4
140064492697345,Bournemouth Green Party,"Bournemouth, Christchurch & Poole Green Party",257,14
1586251881644270,Keir Starmer,The Labour Party,252,232
26698813123,British Red Cross,These ads ran without a disclaimer,248,7
358126247463,Speech and Language UK,Speech and Language UK,240,8
685018844928882,Labour North,The Labour Party,238,27
137385490131,Electoral Reform Society,Electoral Reform Society,232,114
101255718164248,350 UK,350.org,217,12
249209468838241,Good Law Project,Good Law Project,216,55
310039442421596,Scottish Labour Party,Scottish Labour Party,215,31
158077247591710,Refuge,Refuge,213,11
61950489543,Labour North West,The Labour Party,212,12
55984857501,Open Doors UK & Ireland,Open Doors with Brother Andrew,211,8
159969930741814,The Wildlife Trusts,The Wildlife Trusts,203,11
107554773999105,CleanHub,CleanHub,200,1
490858150969676,5Pillars,5Pillars,197,6
246872175166,Action Against Hunger UK,Action Against Hunger UK,196,134
175236169235474,"Berks, Bucks and Oxon Wildlife Trust - BBOWT",Berkshire Buckinghamshire and Oxfordshire Wildlife Trust,193,24
361357197279177,Ashford Conservatives,Ashford Constituency Conservative Association,191,24
106631184620192,The Tenant Support Helpline,Tenant Support Helpline,186,1
290498754454402,European Movement UK,European Movement UK,186,6
471333502929463,Paths for All,Paths for All,184,2
110934940687948,"Sharon Graham - General Secretary, Unite the Union",Unite Sharon Graham,179,2
71409503111,Manchester City Council,Manchester City Council,172,2
238394282845251,The Big Issue,The Big Issue,172,1
110538548040758,Care2 UK,John Ayling & Associates,166,11
39605200520,ActionAid UK,ActionAid UK,164,13
313376249090900,The Humane League UK,The Humane League UK,164,25
632184833605348,YouPolitics.uk,Robin Michael Horsley,163,8
442816382865338,Social Security Scotland,Social Security Scotland,162,4
713179875369048,London Gov,The Greater London Authority,152,39
18044497940,Plan International UK,Plan International UK,151,16
156483561056782,Magic Breakfast,Magic Breakfast,150,36
13533633585,National Trust,National Trust,148,3
116658961367075,GloryRideMusical,Fifty Technology,146,8
18933990398,Stonewall,Stonewall UK,136,6
108906498687347,Knife Sentence,Knife Sentence,133,12
175584152579855,Unite the union,Unite the union,130,2
486629864706816,Chichester Liberal Democrats,Jill Hilliard,129,15
490007667679401,Hugh James,Hugh James,127,3
