Location name,Amount spent (RON)
Alba County,550
Arad County,635
Argeș County,974
Bacău County,887
Bihor County,754
Bistrița-Năsăud County,307
Botoșani County,446
Brașov County,1061
Brăila County,377
Bucharest,4476
Buzău County,502
Caraș-Severin County,414
Cluj County,1351
Constanța County,1311
Covasna County,280
Călărași County,334
Dolj County,629
Dâmbovița County,511
Galați County,689
Giurgiu County,217
Gorj County,374
Harghita County,399
Hunedoara County,835
Ialomița County,212
Iași County,1338
Ilfov County,672
Maramureș County,752
Mehedinți County,385
Mureș County,798
Neamț County,721
Olt County,333
Prahova County,1216
Satu Mare County,433
Sibiu County,690
Suceava County,824
Sălaj County,246
Teleorman County,315
Timiș County,1233
Tulcea County,274
Unknown,≤100
Vaslui County,392
Vrancea County,455
Vâlcea County,481
