Location name,Amount spent (USD)
Analamanga,≤100
Anosy Region,≤100
Atsimo-Andrefana,≤100
Atsimo-Atsinanana,≤100
Atsinanana,≤100
Betsiboka,≤100
Boeny,≤100
Diana Region,≤100
Haute Matsiatra,≤100
Sava Region,≤100
Sofia Region,≤100
Vatovavy-Fitovinany,≤100
