Page ID,Page name,Disclaimer,Amount spent (BBD),Number of ads in Library
260965090632970,Democratic Labour Party,Ronnie Yearwood,≤100,1
100432322646591,Magnom Properties,These ads ran without a disclaimer,≤100,1
102591285814215,Seamocks,These ads ran without a disclaimer,≤100,3
