Location name,Amount spent (USD)
Alabama,11191
Alaska,2169
American Samoa,≤100
Arizona,28206
Arkansas,6579
California,113471
Colorado,20775
Connecticut,12349
Delaware,4181
Florida,70130
Georgia,30501
Guam,≤100
Hawaii,3027
Idaho,4428
Illinois,36910
Indiana,14973
Iowa,8291
Kansas,7883
Kentucky,9767
Louisiana,17893
Maine,8395
Maryland,27510
Massachusetts,17283
Michigan,34855
Minnesota,18684
Mississippi,8421
Missouri,14708
Montana,8866
Nebraska,3993
Nevada,13586
New Hampshire,4967
New Jersey,32292
New Mexico,5906
New York,72917
North Carolina,36931
North Dakota,1644
Northern Mariana Islands,≤100
Ohio,36153
Oklahoma,13554
Oregon,13257
Pennsylvania,49876
Puerto Rico,≤100
Rhode Island,3245
South Carolina,16125
South Dakota,1867
Tennessee,18884
Texas,106565
Unknown,129
Utah,7041
Vermont,1615
Virgin Islands (U.S.),≤100
Virginia,33933
Washington,19489
"Washington, District of Columbia",10073
West Virginia,9116
Wisconsin,30643
Wyoming,1473
