Page ID,Page name,Disclaimer,Amount spent (KES),Number of ads in Library
107725671976672,Willis Evans Otieno,Willis Evans Otieno K'Ochieng,2957,3
123182861072147,Hon Musalia W Mudavadi,Michael Lulu Mudavadi,1724,1
1727289200726711,Search for Common Ground Kenya,Dominick Mwambui,1277,1
110408975208360,Talking about matters,Well Made Strategy LLP,1132,8
749501791796416,Hon. Wakili Njeri Maina,Jane Njeri Maina,483,2
693849871003458,KENYA HOT TODAY,Peris Wambui Mugi,205,2
115460141448310,Kithure Kindiki Supporters,Robert Waswa Simiyu,186,1
1506723769658512,Susan Kihika,Susan Kihika,173,5
108703681766380,Bottom Up News,Robert Waswa Simiyu,163,1
1692208237695305,Button Badges,George Kingori Warui,123,1
2118376161797721,Business Analytica Kenya,Peris Wambui Mugi,≤100,1
517231405008910,Global Landscapes Forum,These ads ran without a disclaimer,≤100,3
102523436099076,Laascaanood Post,These ads ran without a disclaimer,≤100,2
1131059137004884,Mark Muriithi Mwenje,These ads ran without a disclaimer,≤100,2
344115315677504,This Is Laikipia,This Is Laikipia,≤100,1
691631977553277,Nakuru County Government - Official,Martin Gicinga Macharia,≤100,1
103207648295354,Madal tv,These ads ran without a disclaimer,≤100,1
103966322417697,"Jiangxi, China",These ads ran without a disclaimer,≤100,1
224597158386607,Rosa Luxemburg Foundation,These ads ran without a disclaimer,≤100,1
502665456448329,Federico Barolin,These ads ran without a disclaimer,≤100,1
216650141692498,DEIDO BOY MAGAZINE,These ads ran without a disclaimer,≤100,1
138756620064262,Fanack.com of the Middle East and North Africa,These ads ran without a disclaimer,≤100,1
1352874084790500,Fresenius Kabi,These ads ran without a disclaimer,≤100,1
622390311179612,وقف الأمة Ümmet Vakfı,These ads ran without a disclaimer,≤100,1
